TAL;BOPKOM;KØN;TID;INDHOLD
Full-time employees;Billund;Total;2021Q3;10817
Full-time employees;Billund;Total;2021Q4;11126
Full-time employees;Billund;Total;2022Q1;11060
Full-time employees;Billund;Total;2022Q2;11377
Full-time employees;Billund;Total;2022Q3;11285
Full-time employees;Billund;Total;2022Q4;11483
Full-time employees;Billund;Total;2023Q1;11198
Full-time employees;Billund;Total;2023Q2;11469
Full-time employees;Billund;Total;2023Q3;11310
Full-time employees;Billund;Total;2023Q4;11529
Full-time employees;Billund;Total;2024Q1;11245
Full-time employees;Billund;Total;2024Q2;11616
Full-time employees;Billund;Total;2024Q3;11270
Full-time employees;Billund;Total;2024Q4;11509
Full-time employees;Billund;Total;2025Q1;11289
Full-time employees;Billund;Total;2025Q2;11538
Full-time employees;Billund;Total;2025Q3;11323
Full-time employees;Esbjerg;Total;2008Q1;46324
Full-time employees;Esbjerg;Total;2008Q2;46792
Full-time employees;Esbjerg;Total;2008Q3;46635
Full-time employees;Esbjerg;Total;2008Q4;46743
Full-time employees;Esbjerg;Total;2009Q1;45266
Full-time employees;Esbjerg;Total;2009Q2;45105
Full-time employees;Esbjerg;Total;2009Q3;44356
Full-time employees;Esbjerg;Total;2009Q4;44371
Full-time employees;Esbjerg;Total;2010Q1;43045
Full-time employees;Esbjerg;Total;2010Q2;43899
Full-time employees;Esbjerg;Total;2010Q3;43371
Full-time employees;Esbjerg;Total;2010Q4;43704
Full-time employees;Esbjerg;Total;2011Q1;42739
Full-time employees;Esbjerg;Total;2011Q2;43439
Full-time employees;Esbjerg;Total;2011Q3;43285
Full-time employees;Esbjerg;Total;2011Q4;43770
Full-time employees;Esbjerg;Total;2012Q1;42746
Full-time employees;Esbjerg;Total;2012Q2;43115
Full-time employees;Esbjerg;Total;2012Q3;42940
Full-time employees;Esbjerg;Total;2012Q4;43097
Full-time employees;Esbjerg;Total;2013Q1;41891
Full-time employees;Esbjerg;Total;2013Q2;42562
Full-time employees;Esbjerg;Total;2013Q3;42660
Full-time employees;Esbjerg;Total;2013Q4;43054
Full-time employees;Esbjerg;Total;2014Q1;42440
Full-time employees;Esbjerg;Total;2014Q2;43132
Full-time employees;Esbjerg;Total;2014Q3;43100
Full-time employees;Esbjerg;Total;2014Q4;43475
Full-time employees;Esbjerg;Total;2015Q1;42662
Full-time employees;Esbjerg;Total;2015Q2;43481
Full-time employees;Esbjerg;Total;2015Q3;43138
Full-time employees;Esbjerg;Total;2015Q4;43600
Full-time employees;Esbjerg;Total;2016Q1;42892
Full-time employees;Esbjerg;Total;2016Q2;43843
Full-time employees;Esbjerg;Total;2016Q3;43222
Full-time employees;Esbjerg;Total;2016Q4;43982
Full-time employees;Esbjerg;Total;2017Q1;43149
Full-time employees;Esbjerg;Total;2017Q2;43998
Full-time employees;Esbjerg;Total;2017Q3;43749
Full-time employees;Esbjerg;Total;2017Q4;44340
Full-time employees;Esbjerg;Total;2018Q1;43616
Full-time employees;Esbjerg;Total;2018Q2;44679
Full-time employees;Esbjerg;Total;2018Q3;44402
Full-time employees;Esbjerg;Total;2018Q4;44854
Full-time employees;Esbjerg;Total;2019Q1;44203
Full-time employees;Esbjerg;Total;2019Q2;44970
Full-time employees;Esbjerg;Total;2019Q3;44684
Full-time employees;Esbjerg;Total;2019Q4;45185
Full-time employees;Esbjerg;Total;2020Q1;44217
Full-time employees;Esbjerg;Total;2020Q2;43882
Full-time employees;Esbjerg;Total;2020Q3;44364
Full-time employees;Esbjerg;Total;2020Q4;45329
Full-time employees;Esbjerg;Total;2021Q1;44326
Full-time employees;Esbjerg;Total;2021Q2;45615
Full-time employees;Esbjerg;Total;2021Q3;45673
Full-time employees;Esbjerg;Total;2021Q4;46641
Full-time employees;Esbjerg;Total;2022Q1;46176
Full-time employees;Esbjerg;Total;2022Q2;46677
Full-time employees;Esbjerg;Total;2022Q3;46410
Full-time employees;Esbjerg;Total;2022Q4;47120
Full-time employees;Esbjerg;Total;2023Q1;46483
Full-time employees;Esbjerg;Total;2023Q2;47018
Full-time employees;Esbjerg;Total;2023Q3;46541
Full-time employees;Esbjerg;Total;2023Q4;47211
Full-time employees;Esbjerg;Total;2024Q1;46514
Full-time employees;Esbjerg;Total;2024Q2;47249
Full-time employees;Esbjerg;Total;2024Q3;46399
Full-time employees;Esbjerg;Total;2024Q4;47084
Full-time employees;Esbjerg;Total;2025Q1;46325
Full-time employees;Esbjerg;Total;2025Q2;46840
Full-time employees;Esbjerg;Total;2025Q3;46589
Full-time employees;Fanø;Total;2008Q1;1171
Full-time employees;Fanø;Total;2008Q2;1208
Full-time employees;Fanø;Total;2008Q3;1224
Full-time employees;Fanø;Total;2008Q4;1178
Full-time employees;Fanø;Total;2009Q1;1114
Full-time employees;Fanø;Total;2009Q2;1161
Full-time employees;Fanø;Total;2009Q3;1183
Full-time employees;Fanø;Total;2009Q4;1114
Full-time employees;Fanø;Total;2010Q1;1084
Full-time employees;Fanø;Total;2010Q2;1130
Full-time employees;Fanø;Total;2010Q3;1149
Full-time employees;Fanø;Total;2010Q4;1108
Full-time employees;Fanø;Total;2011Q1;1073
Full-time employees;Fanø;Total;2011Q2;1122
Full-time employees;Fanø;Total;2011Q3;1150
Full-time employees;Fanø;Total;2011Q4;1107
Full-time employees;Fanø;Total;2012Q1;1073
Full-time employees;Fanø;Total;2012Q2;1112
Full-time employees;Fanø;Total;2012Q3;1111
Full-time employees;Fanø;Total;2012Q4;1064
Full-time employees;Fanø;Total;2013Q1;1044
Full-time employees;Fanø;Total;2013Q2;1070
Full-time employees;Fanø;Total;2013Q3;1112
Full-time employees;Fanø;Total;2013Q4;1070
Full-time employees;Fanø;Total;2014Q1;1034
Full-time employees;Fanø;Total;2014Q2;1058
Full-time employees;Fanø;Total;2014Q3;1099
Full-time employees;Fanø;Total;2014Q4;1046
Full-time employees;Fanø;Total;2015Q1;1014
Full-time employees;Fanø;Total;2015Q2;1068
Full-time employees;Fanø;Total;2015Q3;1086
Full-time employees;Fanø;Total;2015Q4;1026
Full-time employees;Fanø;Total;2016Q1;997
Full-time employees;Fanø;Total;2016Q2;1064
Full-time employees;Fanø;Total;2016Q3;1098
Full-time employees;Fanø;Total;2016Q4;1042
Full-time employees;Fanø;Total;2017Q1;990
Full-time employees;Fanø;Total;2017Q2;1061
Full-time employees;Fanø;Total;2017Q3;1105
Full-time employees;Fanø;Total;2017Q4;1033
Full-time employees;Fanø;Total;2018Q1;1012
Full-time employees;Fanø;Total;2018Q2;1065
Full-time employees;Fanø;Total;2018Q3;1106
Full-time employees;Fanø;Total;2018Q4;1026
Full-time employees;Fanø;Total;2019Q1;1002
Full-time employees;Fanø;Total;2019Q2;1078
Full-time employees;Fanø;Total;2019Q3;1119
Full-time employees;Fanø;Total;2019Q4;1063
Full-time employees;Fanø;Total;2020Q1;1023
Full-time employees;Fanø;Total;2020Q2;1033
Full-time employees;Fanø;Total;2020Q3;1103
Full-time employees;Fanø;Total;2020Q4;1065
Full-time employees;Fanø;Total;2021Q1;1021
Full-time employees;Fanø;Total;2021Q2;1061
Full-time employees;Fanø;Total;2021Q3;1111
Full-time employees;Fanø;Total;2021Q4;1079
Full-time employees;Fanø;Total;2022Q1;1053
Full-time employees;Fanø;Total;2022Q2;1086
Full-time employees;Fanø;Total;2022Q3;1113
Full-time employees;Fanø;Total;2022Q4;1066
Full-time employees;Fanø;Total;2023Q1;1011
Full-time employees;Fanø;Total;2023Q2;1048
Full-time employees;Fanø;Total;2023Q3;1074
Full-time employees;Fanø;Total;2023Q4;1033
Full-time employees;Fanø;Total;2024Q1;1000
Full-time employees;Fanø;Total;2024Q2;1047
Full-time employees;Fanø;Total;2024Q3;1044
Full-time employees;Fanø;Total;2024Q4;1010
Full-time employees;Fanø;Total;2025Q1;987
Full-time employees;Fanø;Total;2025Q2;1048
Full-time employees;Fanø;Total;2025Q3;1067
Full-time employees;Fredericia;Total;2008Q1;20463
Full-time employees;Fredericia;Total;2008Q2;20810
Full-time employees;Fredericia;Total;2008Q3;20477
Full-time employees;Fredericia;Total;2008Q4;20684
Full-time employees;Fredericia;Total;2009Q1;20060
Full-time employees;Fredericia;Total;2009Q2;19857
Full-time employees;Fredericia;Total;2009Q3;19367
Full-time employees;Fredericia;Total;2009Q4;19401
Full-time employees;Fredericia;Total;2010Q1;18952
Full-time employees;Fredericia;Total;2010Q2;19133
Full-time employees;Fredericia;Total;2010Q3;18967
Full-time employees;Fredericia;Total;2010Q4;19188
Full-time employees;Fredericia;Total;2011Q1;18798
Full-time employees;Fredericia;Total;2011Q2;18893
Full-time employees;Fredericia;Total;2011Q3;18654
Full-time employees;Fredericia;Total;2011Q4;18863
Full-time employees;Fredericia;Total;2012Q1;18412
Full-time employees;Fredericia;Total;2012Q2;18527
Full-time employees;Fredericia;Total;2012Q3;18333
Full-time employees;Fredericia;Total;2012Q4;18595
Full-time employees;Fredericia;Total;2013Q1;18274
Full-time employees;Fredericia;Total;2013Q2;18402
Full-time employees;Fredericia;Total;2013Q3;18393
Full-time employees;Fredericia;Total;2013Q4;18633
Full-time employees;Fredericia;Total;2014Q1;18452
Full-time employees;Fredericia;Total;2014Q2;18639
Full-time employees;Fredericia;Total;2014Q3;18485
Full-time employees;Fredericia;Total;2014Q4;18771
Full-time employees;Fredericia;Total;2015Q1;18500
Full-time employees;Fredericia;Total;2015Q2;18722
Full-time employees;Fredericia;Total;2015Q3;18520
Full-time employees;Fredericia;Total;2015Q4;18900
Full-time employees;Fredericia;Total;2016Q1;18609
Full-time employees;Fredericia;Total;2016Q2;18987
Full-time employees;Fredericia;Total;2016Q3;18745
Full-time employees;Fredericia;Total;2016Q4;19241
Full-time employees;Fredericia;Total;2017Q1;18938
Full-time employees;Fredericia;Total;2017Q2;19219
Full-time employees;Fredericia;Total;2017Q3;19195
Full-time employees;Fredericia;Total;2017Q4;19647
Full-time employees;Fredericia;Total;2018Q1;19313
Full-time employees;Fredericia;Total;2018Q2;19666
Full-time employees;Fredericia;Total;2018Q3;19476
Full-time employees;Fredericia;Total;2018Q4;19899
Full-time employees;Fredericia;Total;2019Q1;19579
Full-time employees;Fredericia;Total;2019Q2;19704
Full-time employees;Fredericia;Total;2019Q3;19592
Full-time employees;Fredericia;Total;2019Q4;19933
Full-time employees;Fredericia;Total;2020Q1;19590
Full-time employees;Fredericia;Total;2020Q2;19412
Full-time employees;Fredericia;Total;2020Q3;19515
Full-time employees;Fredericia;Total;2020Q4;19997
Full-time employees;Fredericia;Total;2021Q1;19557
Full-time employees;Fredericia;Total;2021Q2;20207
Full-time employees;Fredericia;Total;2021Q3;20282
Full-time employees;Fredericia;Total;2021Q4;20946
Full-time employees;Fredericia;Total;2022Q1;20822
Full-time employees;Fredericia;Total;2022Q2;21103
Full-time employees;Fredericia;Total;2022Q3;20950
Full-time employees;Fredericia;Total;2022Q4;21338
Full-time employees;Fredericia;Total;2023Q1;21054
Full-time employees;Fredericia;Total;2023Q2;21246
Full-time employees;Fredericia;Total;2023Q3;21010
Full-time employees;Fredericia;Total;2023Q4;21388
Full-time employees;Fredericia;Total;2024Q1;21041
Full-time employees;Fredericia;Total;2024Q2;21335
Full-time employees;Fredericia;Total;2024Q3;21007
Full-time employees;Fredericia;Total;2024Q4;21456
Full-time employees;Fredericia;Total;2025Q1;21179
Full-time employees;Fredericia;Total;2025Q2;21425
Full-time employees;Fredericia;Total;2025Q3;21198
Full-time employees;Haderslev;Total;2008Q1;22372
Full-time employees;Haderslev;Total;2008Q2;22968
Full-time employees;Haderslev;Total;2008Q3;22412
Full-time employees;Haderslev;Total;2008Q4;22718
Full-time employees;Haderslev;Total;2009Q1;21888
Full-time employees;Haderslev;Total;2009Q2;21564
Full-time employees;Haderslev;Total;2009Q3;21029
Full-time employees;Haderslev;Total;2009Q4;21077
Full-time employees;Haderslev;Total;2010Q1;20345
Full-time employees;Haderslev;Total;2010Q2;20718
Full-time employees;Haderslev;Total;2010Q3;20415
Full-time employees;Haderslev;Total;2010Q4;20723
Full-time employees;Haderslev;Total;2011Q1;20169
Full-time employees;Haderslev;Total;2011Q2;20428
Full-time employees;Haderslev;Total;2011Q3;20225
Full-time employees;Haderslev;Total;2011Q4;20478
Full-time employees;Haderslev;Total;2012Q1;19852
Full-time employees;Haderslev;Total;2012Q2;20055
Full-time employees;Haderslev;Total;2012Q3;19940
Full-time employees;Haderslev;Total;2012Q4;20115
Full-time employees;Haderslev;Total;2013Q1;19507
Full-time employees;Haderslev;Total;2013Q2;19744
Full-time employees;Haderslev;Total;2013Q3;19757
Full-time employees;Haderslev;Total;2013Q4;20030
Full-time employees;Haderslev;Total;2014Q1;19721
Full-time employees;Haderslev;Total;2014Q2;20030
Full-time employees;Haderslev;Total;2014Q3;19988
Full-time employees;Haderslev;Total;2014Q4;20100
Full-time employees;Haderslev;Total;2015Q1;19767
Full-time employees;Haderslev;Total;2015Q2;20147
Full-time employees;Haderslev;Total;2015Q3;19882
Full-time employees;Haderslev;Total;2015Q4;20128
Full-time employees;Haderslev;Total;2016Q1;19693
Full-time employees;Haderslev;Total;2016Q2;20218
Full-time employees;Haderslev;Total;2016Q3;19841
Full-time employees;Haderslev;Total;2016Q4;20316
Full-time employees;Haderslev;Total;2017Q1;19865
Full-time employees;Haderslev;Total;2017Q2;20164
Full-time employees;Haderslev;Total;2017Q3;20079
Full-time employees;Haderslev;Total;2017Q4;20568
Full-time employees;Haderslev;Total;2018Q1;20112
Full-time employees;Haderslev;Total;2018Q2;20526
Full-time employees;Haderslev;Total;2018Q3;20330
Full-time employees;Haderslev;Total;2018Q4;20754
Full-time employees;Haderslev;Total;2019Q1;20261
Full-time employees;Haderslev;Total;2019Q2;20491
Full-time employees;Haderslev;Total;2019Q3;20207
Full-time employees;Haderslev;Total;2019Q4;20562
Full-time employees;Haderslev;Total;2020Q1;20153
Full-time employees;Haderslev;Total;2020Q2;20033
Full-time employees;Haderslev;Total;2020Q3;20195
Full-time employees;Haderslev;Total;2020Q4;20732
Full-time employees;Haderslev;Total;2021Q1;20332
Full-time employees;Haderslev;Total;2021Q2;20958
Full-time employees;Haderslev;Total;2021Q3;20932
Full-time employees;Haderslev;Total;2021Q4;21424
Full-time employees;Haderslev;Total;2022Q1;21140
Full-time employees;Haderslev;Total;2022Q2;21346
Full-time employees;Haderslev;Total;2022Q3;21109
Full-time employees;Haderslev;Total;2022Q4;21543
Full-time employees;Haderslev;Total;2023Q1;21122
Full-time employees;Haderslev;Total;2023Q2;21337
Full-time employees;Haderslev;Total;2023Q3;21029
Full-time employees;Haderslev;Total;2023Q4;21409
Full-time employees;Haderslev;Total;2024Q1;21029
Full-time employees;Haderslev;Total;2024Q2;21338
Full-time employees;Haderslev;Total;2024Q3;20893
Full-time employees;Haderslev;Total;2024Q4;21388
Full-time employees;Haderslev;Total;2025Q1;20974
Full-time employees;Haderslev;Total;2025Q2;21260
Full-time employees;Haderslev;Total;2025Q3;21059
Full-time employees;Kolding;Total;2008Q1;37326
Full-time employees;Kolding;Total;2008Q2;37831
Full-time employees;Kolding;Total;2008Q3;37208
Full-time employees;Kolding;Total;2008Q4;37786
Full-time employees;Kolding;Total;2009Q1;36730
Full-time employees;Kolding;Total;2009Q2;36106
Full-time employees;Kolding;Total;2009Q3;35311
Full-time employees;Kolding;Total;2009Q4;35480
Full-time employees;Kolding;Total;2010Q1;34758
Full-time employees;Kolding;Total;2010Q2;35073
Full-time employees;Kolding;Total;2010Q3;34649
Full-time employees;Kolding;Total;2010Q4;35344
Full-time employees;Kolding;Total;2011Q1;34751
Full-time employees;Kolding;Total;2011Q2;35153
Full-time employees;Kolding;Total;2011Q3;34687
Full-time employees;Kolding;Total;2011Q4;35181
Full-time employees;Kolding;Total;2012Q1;34547
Full-time employees;Kolding;Total;2012Q2;34721
Full-time employees;Kolding;Total;2012Q3;34369
Full-time employees;Kolding;Total;2012Q4;34938
Full-time employees;Kolding;Total;2013Q1;34245
Full-time employees;Kolding;Total;2013Q2;34486
Full-time employees;Kolding;Total;2013Q3;34355
Full-time employees;Kolding;Total;2013Q4;34967
Full-time employees;Kolding;Total;2014Q1;34512
Full-time employees;Kolding;Total;2014Q2;34870
Full-time employees;Kolding;Total;2014Q3;34664
Full-time employees;Kolding;Total;2014Q4;35198
Full-time employees;Kolding;Total;2015Q1;34777
Full-time employees;Kolding;Total;2015Q2;35308
Full-time employees;Kolding;Total;2015Q3;34914
Full-time employees;Kolding;Total;2015Q4;35678
Full-time employees;Kolding;Total;2016Q1;35097
Full-time employees;Kolding;Total;2016Q2;35937
Full-time employees;Kolding;Total;2016Q3;35412
Full-time employees;Kolding;Total;2016Q4;36438
Full-time employees;Kolding;Total;2017Q1;35866
Full-time employees;Kolding;Total;2017Q2;36220
Full-time employees;Kolding;Total;2017Q3;36003
Full-time employees;Kolding;Total;2017Q4;36901
Full-time employees;Kolding;Total;2018Q1;36271
Full-time employees;Kolding;Total;2018Q2;36930
Full-time employees;Kolding;Total;2018Q3;36456
Full-time employees;Kolding;Total;2018Q4;37361
Full-time employees;Kolding;Total;2019Q1;36720
Full-time employees;Kolding;Total;2019Q2;37172
Full-time employees;Kolding;Total;2019Q3;36827
Full-time employees;Kolding;Total;2019Q4;37450
Full-time employees;Kolding;Total;2020Q1;36784
Full-time employees;Kolding;Total;2020Q2;36271
Full-time employees;Kolding;Total;2020Q3;36327
Full-time employees;Kolding;Total;2020Q4;37507
Full-time employees;Kolding;Total;2021Q1;36852
