TAL;BOPKOM;KØN;TID;INDHOLD
Full-time employees;Viborg;Total;2025Q1;39445
Full-time employees;Viborg;Total;2025Q2;40048
Full-time employees;Viborg;Total;2025Q3;39432
Full-time employees;Region Nordjylland;Total;2008Q1;224239
Full-time employees;Region Nordjylland;Total;2008Q2;230843
Full-time employees;Region Nordjylland;Total;2008Q3;228463
Full-time employees;Region Nordjylland;Total;2008Q4;228618
Full-time employees;Region Nordjylland;Total;2009Q1;219414
Full-time employees;Region Nordjylland;Total;2009Q2;218852
Full-time employees;Region Nordjylland;Total;2009Q3;216513
Full-time employees;Region Nordjylland;Total;2009Q4;215173
Full-time employees;Region Nordjylland;Total;2010Q1;207226
Full-time employees;Region Nordjylland;Total;2010Q2;215140
Full-time employees;Region Nordjylland;Total;2010Q3;214255
Full-time employees;Region Nordjylland;Total;2010Q4;215473
Full-time employees;Region Nordjylland;Total;2011Q1;209087
Full-time employees;Region Nordjylland;Total;2011Q2;214103
Full-time employees;Region Nordjylland;Total;2011Q3;213378
Full-time employees;Region Nordjylland;Total;2011Q4;214319
Full-time employees;Region Nordjylland;Total;2012Q1;208427
Full-time employees;Region Nordjylland;Total;2012Q2;212288
Full-time employees;Region Nordjylland;Total;2012Q3;212070
Full-time employees;Region Nordjylland;Total;2012Q4;212613
Full-time employees;Region Nordjylland;Total;2013Q1;206209
Full-time employees;Region Nordjylland;Total;2013Q2;210919
Full-time employees;Region Nordjylland;Total;2013Q3;211537
Full-time employees;Region Nordjylland;Total;2013Q4;211648
Full-time employees;Region Nordjylland;Total;2014Q1;206991
Full-time employees;Region Nordjylland;Total;2014Q2;211676
Full-time employees;Region Nordjylland;Total;2014Q3;211147
Full-time employees;Region Nordjylland;Total;2014Q4;212051
Full-time employees;Region Nordjylland;Total;2015Q1;206836
Full-time employees;Region Nordjylland;Total;2015Q2;212876
Full-time employees;Region Nordjylland;Total;2015Q3;211767
Full-time employees;Region Nordjylland;Total;2015Q4;213513
Full-time employees;Region Nordjylland;Total;2016Q1;208886
Full-time employees;Region Nordjylland;Total;2016Q2;216533
Full-time employees;Region Nordjylland;Total;2016Q3;214219
Full-time employees;Region Nordjylland;Total;2016Q4;217186
Full-time employees;Region Nordjylland;Total;2017Q1;212507
Full-time employees;Region Nordjylland;Total;2017Q2;217150
Full-time employees;Region Nordjylland;Total;2017Q3;216804
Full-time employees;Region Nordjylland;Total;2017Q4;219271
Full-time employees;Region Nordjylland;Total;2018Q1;214079
Full-time employees;Region Nordjylland;Total;2018Q2;220667
Full-time employees;Region Nordjylland;Total;2018Q3;219520
Full-time employees;Region Nordjylland;Total;2018Q4;222260
Full-time employees;Region Nordjylland;Total;2019Q1;217914
Full-time employees;Region Nordjylland;Total;2019Q2;222175
Full-time employees;Region Nordjylland;Total;2019Q3;221395
Full-time employees;Region Nordjylland;Total;2019Q4;222781
Full-time employees;Region Nordjylland;Total;2020Q1;217468
Full-time employees;Region Nordjylland;Total;2020Q2;216519
Full-time employees;Region Nordjylland;Total;2020Q3;220332
Full-time employees;Region Nordjylland;Total;2020Q4;223601
Full-time employees;Region Nordjylland;Total;2021Q1;218272
Full-time employees;Region Nordjylland;Total;2021Q2;227042
Full-time employees;Region Nordjylland;Total;2021Q3;227823
Full-time employees;Region Nordjylland;Total;2021Q4;231991
Full-time employees;Region Nordjylland;Total;2022Q1;230286
Full-time employees;Region Nordjylland;Total;2022Q2;233833
Full-time employees;Region Nordjylland;Total;2022Q3;232462
Full-time employees;Region Nordjylland;Total;2022Q4;234990
Full-time employees;Region Nordjylland;Total;2023Q1;230683
Full-time employees;Region Nordjylland;Total;2023Q2;234489
Full-time employees;Region Nordjylland;Total;2023Q3;232381
Full-time employees;Region Nordjylland;Total;2023Q4;234733
Full-time employees;Region Nordjylland;Total;2024Q1;230121
Full-time employees;Region Nordjylland;Total;2024Q2;235633
Full-time employees;Region Nordjylland;Total;2024Q3;232826
Full-time employees;Region Nordjylland;Total;2024Q4;235964
Full-time employees;Region Nordjylland;Total;2025Q1;231915
Full-time employees;Region Nordjylland;Total;2025Q2;236082
Full-time employees;Region Nordjylland;Total;2025Q3;235083
Full-time employees;Province Nordjylland;Total;2008Q1;224239
Full-time employees;Province Nordjylland;Total;2008Q2;230843
Full-time employees;Province Nordjylland;Total;2008Q3;228463
Full-time employees;Province Nordjylland;Total;2008Q4;228618
Full-time employees;Province Nordjylland;Total;2009Q1;219414
Full-time employees;Province Nordjylland;Total;2009Q2;218852
Full-time employees;Province Nordjylland;Total;2009Q3;216513
Full-time employees;Province Nordjylland;Total;2009Q4;215173
Full-time employees;Province Nordjylland;Total;2010Q1;207226
Full-time employees;Province Nordjylland;Total;2010Q2;215140
Full-time employees;Province Nordjylland;Total;2010Q3;214255
Full-time employees;Province Nordjylland;Total;2010Q4;215473
Full-time employees;Province Nordjylland;Total;2011Q1;209087
Full-time employees;Province Nordjylland;Total;2011Q2;214103
Full-time employees;Province Nordjylland;Total;2011Q3;213378
Full-time employees;Province Nordjylland;Total;2011Q4;214319
Full-time employees;Province Nordjylland;Total;2012Q1;208427
Full-time employees;Province Nordjylland;Total;2012Q2;212288
Full-time employees;Province Nordjylland;Total;2012Q3;212070
Full-time employees;Province Nordjylland;Total;2012Q4;212613
Full-time employees;Province Nordjylland;Total;2013Q1;206209
Full-time employees;Province Nordjylland;Total;2013Q2;210919
Full-time employees;Province Nordjylland;Total;2013Q3;211537
Full-time employees;Province Nordjylland;Total;2013Q4;211648
Full-time employees;Province Nordjylland;Total;2014Q1;206991
Full-time employees;Province Nordjylland;Total;2014Q2;211676
Full-time employees;Province Nordjylland;Total;2014Q3;211147
Full-time employees;Province Nordjylland;Total;2014Q4;212051
Full-time employees;Province Nordjylland;Total;2015Q1;206836
Full-time employees;Province Nordjylland;Total;2015Q2;212876
Full-time employees;Province Nordjylland;Total;2015Q3;211767
Full-time employees;Province Nordjylland;Total;2015Q4;213513
Full-time employees;Province Nordjylland;Total;2016Q1;208886
Full-time employees;Province Nordjylland;Total;2016Q2;216533
Full-time employees;Province Nordjylland;Total;2016Q3;214219
Full-time employees;Province Nordjylland;Total;2016Q4;217186
Full-time employees;Province Nordjylland;Total;2017Q1;212507
Full-time employees;Province Nordjylland;Total;2017Q2;217150
Full-time employees;Province Nordjylland;Total;2017Q3;216804
Full-time employees;Province Nordjylland;Total;2017Q4;219271
Full-time employees;Province Nordjylland;Total;2018Q1;214079
Full-time employees;Province Nordjylland;Total;2018Q2;220667
Full-time employees;Province Nordjylland;Total;2018Q3;219520
Full-time employees;Province Nordjylland;Total;2018Q4;222260
Full-time employees;Province Nordjylland;Total;2019Q1;217914
Full-time employees;Province Nordjylland;Total;2019Q2;222175
Full-time employees;Province Nordjylland;Total;2019Q3;221395
Full-time employees;Province Nordjylland;Total;2019Q4;222781
Full-time employees;Province Nordjylland;Total;2020Q1;217468
Full-time employees;Province Nordjylland;Total;2020Q2;216519
Full-time employees;Province Nordjylland;Total;2020Q3;220332
Full-time employees;Province Nordjylland;Total;2020Q4;223601
Full-time employees;Province Nordjylland;Total;2021Q1;218272
Full-time employees;Province Nordjylland;Total;2021Q2;227042
Full-time employees;Province Nordjylland;Total;2021Q3;227823
Full-time employees;Province Nordjylland;Total;2021Q4;231991
Full-time employees;Province Nordjylland;Total;2022Q1;230286
Full-time employees;Province Nordjylland;Total;2022Q2;233833
Full-time employees;Province Nordjylland;Total;2022Q3;232462
Full-time employees;Province Nordjylland;Total;2022Q4;234990
Full-time employees;Province Nordjylland;Total;2023Q1;230683
Full-time employees;Province Nordjylland;Total;2023Q2;234489
Full-time employees;Province Nordjylland;Total;2023Q3;232381
Full-time employees;Province Nordjylland;Total;2023Q4;234733
Full-time employees;Province Nordjylland;Total;2024Q1;230121
Full-time employees;Province Nordjylland;Total;2024Q2;235633
Full-time employees;Province Nordjylland;Total;2024Q3;232826
Full-time employees;Province Nordjylland;Total;2024Q4;235964
Full-time employees;Province Nordjylland;Total;2025Q1;231915
Full-time employees;Province Nordjylland;Total;2025Q2;236082
Full-time employees;Province Nordjylland;Total;2025Q3;235083
Full-time employees;Brønderslev;Total;2008Q1;13618
Full-time employees;Brønderslev;Total;2008Q2;14079
Full-time employees;Brønderslev;Total;2008Q3;13849
Full-time employees;Brønderslev;Total;2008Q4;13897
Full-time employees;Brønderslev;Total;2009Q1;13324
Full-time employees;Brønderslev;Total;2009Q2;13213
Full-time employees;Brønderslev;Total;2009Q3;13108
Full-time employees;Brønderslev;Total;2009Q4;13092
Full-time employees;Brønderslev;Total;2010Q1;12556
Full-time employees;Brønderslev;Total;2010Q2;13089
Full-time employees;Brønderslev;Total;2010Q3;13081
Full-time employees;Brønderslev;Total;2010Q4;13202
Full-time employees;Brønderslev;Total;2011Q1;12807
Full-time employees;Brønderslev;Total;2011Q2;13106
Full-time employees;Brønderslev;Total;2011Q3;13061
Full-time employees;Brønderslev;Total;2011Q4;13170
Full-time employees;Brønderslev;Total;2012Q1;12768
Full-time employees;Brønderslev;Total;2012Q2;12986
Full-time employees;Brønderslev;Total;2012Q3;12890
Full-time employees;Brønderslev;Total;2012Q4;13031
Full-time employees;Brønderslev;Total;2013Q1;12587
Full-time employees;Brønderslev;Total;2013Q2;12853
Full-time employees;Brønderslev;Total;2013Q3;12866
Full-time employees;Brønderslev;Total;2013Q4;12951
Full-time employees;Brønderslev;Total;2014Q1;12661
Full-time employees;Brønderslev;Total;2014Q2;12953
Full-time employees;Brønderslev;Total;2014Q3;12902
Full-time employees;Brønderslev;Total;2014Q4;13030
Full-time employees;Brønderslev;Total;2015Q1;12637
Full-time employees;Brønderslev;Total;2015Q2;13005
Full-time employees;Brønderslev;Total;2015Q3;12866
Full-time employees;Brønderslev;Total;2015Q4;13050
Full-time employees;Brønderslev;Total;2016Q1;12711
Full-time employees;Brønderslev;Total;2016Q2;13194
Full-time employees;Brønderslev;Total;2016Q3;13069
Full-time employees;Brønderslev;Total;2016Q4;13350
Full-time employees;Brønderslev;Total;2017Q1;13020
Full-time employees;Brønderslev;Total;2017Q2;13322
Full-time employees;Brønderslev;Total;2017Q3;13285
Full-time employees;Brønderslev;Total;2017Q4;13584
Full-time employees;Brønderslev;Total;2018Q1;13213
Full-time employees;Brønderslev;Total;2018Q2;13561
Full-time employees;Brønderslev;Total;2018Q3;13440
Full-time employees;Brønderslev;Total;2018Q4;13695
Full-time employees;Brønderslev;Total;2019Q1;13434
Full-time employees;Brønderslev;Total;2019Q2;13674
Full-time employees;Brønderslev;Total;2019Q3;13578
Full-time employees;Brønderslev;Total;2019Q4;13772
Full-time employees;Brønderslev;Total;2020Q1;13370
Full-time employees;Brønderslev;Total;2020Q2;13313
Full-time employees;Brønderslev;Total;2020Q3;13516
Full-time employees;Brønderslev;Total;2020Q4;13788
Full-time employees;Brønderslev;Total;2021Q1;13426
Full-time employees;Brønderslev;Total;2021Q2;13887
Full-time employees;Brønderslev;Total;2021Q3;13892
Full-time employees;Brønderslev;Total;2021Q4;14278
Full-time employees;Brønderslev;Total;2022Q1;14163
Full-time employees;Brønderslev;Total;2022Q2;14332
Full-time employees;Brønderslev;Total;2022Q3;14225
Full-time employees;Brønderslev;Total;2022Q4;14471
Full-time employees;Brønderslev;Total;2023Q1;14193
Full-time employees;Brønderslev;Total;2023Q2;14383
Full-time employees;Brønderslev;Total;2023Q3;14189
Full-time employees;Brønderslev;Total;2023Q4;14441
Full-time employees;Brønderslev;Total;2024Q1;14155
Full-time employees;Brønderslev;Total;2024Q2;14496
Full-time employees;Brønderslev;Total;2024Q3;14310
Full-time employees;Brønderslev;Total;2024Q4;14611
Full-time employees;Brønderslev;Total;2025Q1;14265
Full-time employees;Brønderslev;Total;2025Q2;14513
Full-time employees;Brønderslev;Total;2025Q3;14466
Full-time employees;Frederikshavn;Total;2008Q1;23963
Full-time employees;Frederikshavn;Total;2008Q2;24702
Full-time employees;Frederikshavn;Total;2008Q3;24498
Full-time employees;Frederikshavn;Total;2008Q4;24327
Full-time employees;Frederikshavn;Total;2009Q1;23286
Full-time employees;Frederikshavn;Total;2009Q2;23133
Full-time employees;Frederikshavn;Total;2009Q3;23022
Full-time employees;Frederikshavn;Total;2009Q4;22629
Full-time employees;Frederikshavn;Total;2010Q1;21628
Full-time employees;Frederikshavn;Total;2010Q2;22311
Full-time employees;Frederikshavn;Total;2010Q3;22347
Full-time employees;Frederikshavn;Total;2010Q4;22402
Full-time employees;Frederikshavn;Total;2011Q1;21769
Full-time employees;Frederikshavn;Total;2011Q2;22221
Full-time employees;Frederikshavn;Total;2011Q3;22233
Full-time employees;Frederikshavn;Total;2011Q4;22124
Full-time employees;Frederikshavn;Total;2012Q1;21432
Full-time employees;Frederikshavn;Total;2012Q2;21901
Full-time employees;Frederikshavn;Total;2012Q3;22035
Full-time employees;Frederikshavn;Total;2012Q4;22001
Full-time employees;Frederikshavn;Total;2013Q1;21243
Full-time employees;Frederikshavn;Total;2013Q2;21674
Full-time employees;Frederikshavn;Total;2013Q3;21662
Full-time employees;Frederikshavn;Total;2013Q4;21606
Full-time employees;Frederikshavn;Total;2014Q1;21070
Full-time employees;Frederikshavn;Total;2014Q2;21684
Full-time employees;Frederikshavn;Total;2014Q3;21471
Full-time employees;Frederikshavn;Total;2014Q4;21407
Full-time employees;Frederikshavn;Total;2015Q1;20792
Full-time employees;Frederikshavn;Total;2015Q2;21353
Full-time employees;Frederikshavn;Total;2015Q3;21335
Full-time employees;Frederikshavn;Total;2015Q4;21222
Full-time employees;Frederikshavn;Total;2016Q1;20568
Full-time employees;Frederikshavn;Total;2016Q2;21386
Full-time employees;Frederikshavn;Total;2016Q3;21261
Full-time employees;Frederikshavn;Total;2016Q4;21390
Full-time employees;Frederikshavn;Total;2017Q1;20787
Full-time employees;Frederikshavn;Total;2017Q2;21229
Full-time employees;Frederikshavn;Total;2017Q3;21287
Full-time employees;Frederikshavn;Total;2017Q4;21314
Full-time employees;Frederikshavn;Total;2018Q1;20814
Full-time employees;Frederikshavn;Total;2018Q2;21427
Full-time employees;Frederikshavn;Total;2018Q3;21416
Full-time employees;Frederikshavn;Total;2018Q4;21641
Full-time employees;Frederikshavn;Total;2019Q1;21164
Full-time employees;Frederikshavn;Total;2019Q2;21482
Full-time employees;Frederikshavn;Total;2019Q3;21541
Full-time employees;Frederikshavn;Total;2019Q4;21529
Full-time employees;Frederikshavn;Total;2020Q1;20904
Full-time employees;Frederikshavn;Total;2020Q2;20466
Full-time employees;Frederikshavn;Total;2020Q3;21029
Full-time employees;Frederikshavn;Total;2020Q4;21156
Full-time employees;Frederikshavn;Total;2021Q1;20477
Full-time employees;Frederikshavn;Total;2021Q2;21266
Full-time employees;Frederikshavn;Total;2021Q3;21449
Full-time employees;Frederikshavn;Total;2021Q4;21757
Full-time employees;Frederikshavn;Total;2022Q1;21447
Full-time employees;Frederikshavn;Total;2022Q2;21887
Full-time employees;Frederikshavn;Total;2022Q3;21791
Full-time employees;Frederikshavn;Total;2022Q4;21769
Full-time employees;Frederikshavn;Total;2023Q1;21329
Full-time employees;Frederikshavn;Total;2023Q2;21774
Full-time employees;Frederikshavn;Total;2023Q3;21506
Full-time employees;Frederikshavn;Total;2023Q4;21505
Full-time employees;Frederikshavn;Total;2024Q1;21049
Full-time employees;Frederikshavn;Total;2024Q2;21629
Full-time employees;Frederikshavn;Total;2024Q3;21471
Full-time employees;Frederikshavn;Total;2024Q4;21480
Full-time employees;Frederikshavn;Total;2025Q1;20997
Full-time employees;Frederikshavn;Total;2025Q2;21399
Full-time employees;Frederikshavn;Total;2025Q3;21437
Full-time employees;Hjørring;Total;2008Q1;25306
Full-time employees;Hjørring;Total;2008Q2;26121
Full-time employees;Hjørring;Total;2008Q3;25987
Full-time employees;Hjørring;Total;2008Q4;25935
Full-time employees;Hjørring;Total;2009Q1;24669
Full-time employees;Hjørring;Total;2009Q2;24746
Full-time employees;Hjørring;Total;2009Q3;24601
Full-time employees;Hjørring;Total;2009Q4;24395
Full-time employees;Hjørring;Total;2010Q1;23214
Full-time employees;Hjørring;Total;2010Q2;24219
Full-time employees;Hjørring;Total;2010Q3;24219
Full-time employees;Hjørring;Total;2010Q4;24257
Full-time employees;Hjørring;Total;2011Q1;23362
Full-time employees;Hjørring;Total;2011Q2;24163
Full-time employees;Hjørring;Total;2011Q3;24116
Full-time employees;Hjørring;Total;2011Q4;24124
Full-time employees;Hjørring;Total;2012Q1;23114
Full-time employees;Hjørring;Total;2012Q2;23651
Full-time employees;Hjørring;Total;2012Q3;23748
Full-time employees;Hjørring;Total;2012Q4;23729
Full-time employees;Hjørring;Total;2013Q1;22812
Full-time employees;Hjørring;Total;2013Q2;23315
Full-time employees;Hjørring;Total;2013Q3;23593
Full-time employees;Hjørring;Total;2013Q4;23541
Full-time employees;Hjørring;Total;2014Q1;22687
Full-time employees;Hjørring;Total;2014Q2;23390
Full-time employees;Hjørring;Total;2014Q3;23419
Full-time employees;Hjørring;Total;2014Q4;23425
Full-time employees;Hjørring;Total;2015Q1;22697
Full-time employees;Hjørring;Total;2015Q2;23465
Full-time employees;Hjørring;Total;2015Q3;23347
Full-time employees;Hjørring;Total;2015Q4;23426
Full-time employees;Hjørring;Total;2016Q1;22665
Full-time employees;Hjørring;Total;2016Q2;23570
Full-time employees;Hjørring;Total;2016Q3;23497
Full-time employees;Hjørring;Total;2016Q4;23718
Full-time employees;Hjørring;Total;2017Q1;23080
Full-time employees;Hjørring;Total;2017Q2;23676
Full-time employees;Hjørring;Total;2017Q3;23718
Full-time employees;Hjørring;Total;2017Q4;23921
Full-time employees;Hjørring;Total;2018Q1;23147
Full-time employees;Hjørring;Total;2018Q2;23964
Full-time employees;Hjørring;Total;2018Q3;23872
Full-time employees;Hjørring;Total;2018Q4;24001
Full-time employees;Hjørring;Total;2019Q1;23291
Full-time employees;Hjørring;Total;2019Q2;23812
Full-time employees;Hjørring;Total;2019Q3;23809
Full-time employees;Hjørring;Total;2019Q4;23848
Full-time employees;Hjørring;Total;2020Q1;23021
Full-time employees;Hjørring;Total;2020Q2;22931
Full-time employees;Hjørring;Total;2020Q3;23500
Full-time employees;Hjørring;Total;2020Q4;23696
Full-time employees;Hjørring;Total;2021Q1;22881
Full-time employees;Hjørring;Total;2021Q2;23741
Full-time employees;Hjørring;Total;2021Q3;23922
Full-time employees;Hjørring;Total;2021Q4;24243
Full-time employees;Hjørring;Total;2022Q1;23887
Full-time employees;Hjørring;Total;2022Q2;24286
Full-time employees;Hjørring;Total;2022Q3;24252
Full-time employees;Hjørring;Total;2022Q4;24377
Full-time employees;Hjørring;Total;2023Q1;23728
Full-time employees;Hjørring;Total;2023Q2;24230
Full-time employees;Hjørring;Total;2023Q3;24139
Full-time employees;Hjørring;Total;2023Q4;24253
Full-time employees;Hjørring;Total;2024Q1;23559
Full-time employees;Hjørring;Total;2024Q2;24271
Full-time employees;Hjørring;Total;2024Q3;24055
Full-time employees;Hjørring;Total;2024Q4;24285
Full-time employees;Hjørring;Total;2025Q1;23614
Full-time employees;Hjørring;Total;2025Q2;24114
Full-time employees;Hjørring;Total;2025Q3;24128
Full-time employees;Jammerbugt;Total;2008Q1;14699
Full-time employees;Jammerbugt;Total;2008Q2;15402
Full-time employees;Jammerbugt;Total;2008Q3;15152
Full-time employees;Jammerbugt;Total;2008Q4;15126
Full-time employees;Jammerbugt;Total;2009Q1;14440
Full-time employees;Jammerbugt;Total;2009Q2;14518
Full-time employees;Jammerbugt;Total;2009Q3;14242
Full-time employees;Jammerbugt;Total;2009Q4;14060
Full-time employees;Jammerbugt;Total;2010Q1;13447
Full-time employees;Jammerbugt;Total;2010Q2;14275
Full-time employees;Jammerbugt;Total;2010Q3;14196
Full-time employees;Jammerbugt;Total;2010Q4;14222
Full-time employees;Jammerbugt;Total;2011Q1;13633
Full-time employees;Jammerbugt;Total;2011Q2;14137
Full-time employees;Jammerbugt;Total;2011Q3;14051
Full-time employees;Jammerbugt;Total;2011Q4;14032
Full-time employees;Jammerbugt;Total;2012Q1;13554
Full-time employees;Jammerbugt;Total;2012Q2;13895
Full-time employees;Jammerbugt;Total;2012Q3;13859
Full-time employees;Jammerbugt;Total;2012Q4;13820
Full-time employees;Jammerbugt;Total;2013Q1;13280
Full-time employees;Jammerbugt;Total;2013Q2;13830
Full-time employees;Jammerbugt;Total;2013Q3;13771
Full-time employees;Jammerbugt;Total;2013Q4;13721
Full-time employees;Jammerbugt;Total;2014Q1;13334
Full-time employees;Jammerbugt;Total;2014Q2;13735
Full-time employees;Jammerbugt;Total;2014Q3;13668
Full-time employees;Jammerbugt;Total;2014Q4;13664
Full-time employees;Jammerbugt;Total;2015Q1;13249
Full-time employees;Jammerbugt;Total;2015Q2;13754
Full-time employees;Jammerbugt;Total;2015Q3;13600
Full-time employees;Jammerbugt;Total;2015Q4;13725
Full-time employees;Jammerbugt;Total;2016Q1;13297
Full-time employees;Jammerbugt;Total;2016Q2;13942
Full-time employees;Jammerbugt;Total;2016Q3;13753
Full-time employees;Jammerbugt;Total;2016Q4;13948
Full-time employees;Jammerbugt;Total;2017Q1;13504
Full-time employees;Jammerbugt;Total;2017Q2;13892
Full-time employees;Jammerbugt;Total;2017Q3;13751
Full-time employees;Jammerbugt;Total;2017Q4;13900
Full-time employees;Jammerbugt;Total;2018Q1;13400
Full-time employees;Jammerbugt;Total;2018Q2;14047
Full-time employees;Jammerbugt;Total;2018Q3;13993
Full-time employees;Jammerbugt;Total;2018Q4;14114
Full-time employees;Jammerbugt;Total;2019Q1;13764
Full-time employees;Jammerbugt;Total;2019Q2;14149
Full-time employees;Jammerbugt;Total;2019Q3;14075
Full-time employees;Jammerbugt;Total;2019Q4;14115
Full-time employees;Jammerbugt;Total;2020Q1;13686
Full-time employees;Jammerbugt;Total;2020Q2;13789
Full-time employees;Jammerbugt;Total;2020Q3;13955
Full-time employees;Jammerbugt;Total;2020Q4;14003
Full-time employees;Jammerbugt;Total;2021Q1;13565
Full-time employees;Jammerbugt;Total;2021Q2;14234
Full-time employees;Jammerbugt;Total;2021Q3;14225
Full-time employees;Jammerbugt;Total;2021Q4;14413
Full-time employees;Jammerbugt;Total;2022Q1;14179
Full-time employees;Jammerbugt;Total;2022Q2;14548
Full-time employees;Jammerbugt;Total;2022Q3;14491
Full-time employees;Jammerbugt;Total;2022Q4;14577
Full-time employees;Jammerbugt;Total;2023Q1;14209
Full-time employees;Jammerbugt;Total;2023Q2;14594
Full-time employees;Jammerbugt;Total;2023Q3;14501
Full-time employees;Jammerbugt;Total;2023Q4;14547
Full-time employees;Jammerbugt;Total;2024Q1;14168
Full-time employees;Jammerbugt;Total;2024Q2;14627
Full-time employees;Jammerbugt;Total;2024Q3;14389
Full-time employees;Jammerbugt;Total;2024Q4;14448
Full-time employees;Jammerbugt;Total;2025Q1;14187
Full-time employees;Jammerbugt;Total;2025Q2;14534
Full-time employees;Jammerbugt;Total;2025Q3;14438
Full-time employees;Læsø;Total;2008Q1;543
Full-time employees;Læsø;Total;2008Q2;631
Full-time employees;Læsø;Total;2008Q3;670
Full-time employees;Læsø;Total;2008Q4;602
Full-time employees;Læsø;Total;2009Q1;524
Full-time employees;Læsø;Total;2009Q2;582
Full-time employees;Læsø;Total;2009Q3;632
Full-time employees;Læsø;Total;2009Q4;545
Full-time employees;Læsø;Total;2010Q1;503
Full-time employees;Læsø;Total;2010Q2;594
Full-time employees;Læsø;Total;2010Q3;639
Full-time employees;Læsø;Total;2010Q4;551
Full-time employees;Læsø;Total;2011Q1;477
Full-time employees;Læsø;Total;2011Q2;562
Full-time employees;Læsø;Total;2011Q3;616
Full-time employees;Læsø;Total;2011Q4;530
Full-time employees;Læsø;Total;2012Q1;481
Full-time employees;Læsø;Total;2012Q2;544
Full-time employees;Læsø;Total;2012Q3;583
Full-time employees;Læsø;Total;2012Q4;509
Full-time employees;Læsø;Total;2013Q1;474
Full-time employees;Læsø;Total;2013Q2;548
Full-time employees;Læsø;Total;2013Q3;594
Full-time employees;Læsø;Total;2013Q4;516
Full-time employees;Læsø;Total;2014Q1;480
Full-time employees;Læsø;Total;2014Q2;542
Full-time employees;Læsø;Total;2014Q3;574
Full-time employees;Læsø;Total;2014Q4;508
Full-time employees;Læsø;Total;2015Q1;465
Full-time employees;Læsø;Total;2015Q2;523
Full-time employees;Læsø;Total;2015Q3;576
Full-time employees;Læsø;Total;2015Q4;501
Full-time employees;Læsø;Total;2016Q1;479
Full-time employees;Læsø;Total;2016Q2;541
Full-time employees;Læsø;Total;2016Q3;576
Full-time employees;Læsø;Total;2016Q4;512
Full-time employees;Læsø;Total;2017Q1;483
Full-time employees;Læsø;Total;2017Q2;539
Full-time employees;Læsø;Total;2017Q3;574
Full-time employees;Læsø;Total;2017Q4;530
Full-time employees;Læsø;Total;2018Q1;484
Full-time employees;Læsø;Total;2018Q2;543
Full-time employees;Læsø;Total;2018Q3;566
Full-time employees;Læsø;Total;2018Q4;521
Full-time employees;Læsø;Total;2019Q1;489
Full-time employees;Læsø;Total;2019Q2;557
Full-time employees;Læsø;Total;2019Q3;591
Full-time employees;Læsø;Total;2019Q4;536
Full-time employees;Læsø;Total;2020Q1;499
Full-time employees;Læsø;Total;2020Q2;512
Full-time employees;Læsø;Total;2020Q3;578
Full-time employees;Læsø;Total;2020Q4;527
Full-time employees;Læsø;Total;2021Q1;495
Full-time employees;Læsø;Total;2021Q2;537
Full-time employees;Læsø;Total;2021Q3;587
Full-time employees;Læsø;Total;2021Q4;528
Full-time employees;Læsø;Total;2022Q1;516
Full-time employees;Læsø;Total;2022Q2;570
Full-time employees;Læsø;Total;2022Q3;581
Full-time employees;Læsø;Total;2022Q4;521
Full-time employees;Læsø;Total;2023Q1;506
Full-time employees;Læsø;Total;2023Q2;556
Full-time employees;Læsø;Total;2023Q3;579
Full-time employees;Læsø;Total;2023Q4;535
Full-time employees;Læsø;Total;2024Q1;505
Full-time employees;Læsø;Total;2024Q2;547
Full-time employees;Læsø;Total;2024Q3;571
Full-time employees;Læsø;Total;2024Q4;515
Full-time employees;Læsø;Total;2025Q1;492
Full-time employees;Læsø;Total;2025Q2;535
Full-time employees;Læsø;Total;2025Q3;561
Full-time employees;Mariagerfjord;Total;2008Q1;16777
Full-time employees;Mariagerfjord;Total;2008Q2;17274
Full-time employees;Mariagerfjord;Total;2008Q3;16903
Full-time employees;Mariagerfjord;Total;2008Q4;17134
Full-time employees;Mariagerfjord;Total;2009Q1;16368
Full-time employees;Mariagerfjord;Total;2009Q2;16259
Full-time employees;Mariagerfjord;Total;2009Q3;15904
Full-time employees;Mariagerfjord;Total;2009Q4;15957
Full-time employees;Mariagerfjord;Total;2010Q1;15359
Full-time employees;Mariagerfjord;Total;2010Q2;15950
Full-time employees;Mariagerfjord;Total;2010Q3;15700
Full-time employees;Mariagerfjord;Total;2010Q4;16095
Full-time employees;Mariagerfjord;Total;2011Q1;15591
Full-time employees;Mariagerfjord;Total;2011Q2;15885
Full-time employees;Mariagerfjord;Total;2011Q3;15667
Full-time employees;Mariagerfjord;Total;2011Q4;15916
Full-time employees;Mariagerfjord;Total;2012Q1;15406
Full-time employees;Mariagerfjord;Total;2012Q2;15592
Full-time employees;Mariagerfjord;Total;2012Q3;15440
Full-time employees;Mariagerfjord;Total;2012Q4;15575
Full-time employees;Mariagerfjord;Total;2013Q1;15068
Full-time employees;Mariagerfjord;Total;2013Q2;15445
Full-time employees;Mariagerfjord;Total;2013Q3;15345
Full-time employees;Mariagerfjord;Total;2013Q4;15581
Full-time employees;Mariagerfjord;Total;2014Q1;15167
Full-time employees;Mariagerfjord;Total;2014Q2;15431
Full-time employees;Mariagerfjord;Total;2014Q3;15342
Full-time employees;Mariagerfjord;Total;2014Q4;15537
Full-time employees;Mariagerfjord;Total;2015Q1;15120
