OMRÅDE;KØN;ALDER;CIVILSTAND;TID;INDHOLD
Gladsaxe;Total;70 years;Total;2015Q1;654
Gladsaxe;Total;70 years;Total;2019Q1;644
Gladsaxe;Total;70 years;Total;2022Q1;596
Gladsaxe;Total;71 years;Total;2008Q1;454
Gladsaxe;Total;71 years;Total;2011Q1;466
Gladsaxe;Total;71 years;Total;2015Q1;583
Gladsaxe;Total;71 years;Total;2019Q1;641
Gladsaxe;Total;71 years;Total;2022Q1;576
Gladsaxe;Total;72 years;Total;2008Q1;429
Gladsaxe;Total;72 years;Total;2011Q1;408
Gladsaxe;Total;72 years;Total;2015Q1;519
Gladsaxe;Total;72 years;Total;2019Q1;624
Gladsaxe;Total;72 years;Total;2022Q1;588
Gladsaxe;Total;73 years;Total;2008Q1;439
Gladsaxe;Total;73 years;Total;2011Q1;453
Gladsaxe;Total;73 years;Total;2015Q1;449
Gladsaxe;Total;73 years;Total;2019Q1;610
Gladsaxe;Total;73 years;Total;2022Q1;583
Gladsaxe;Total;74 years;Total;2008Q1;441
Gladsaxe;Total;74 years;Total;2011Q1;415
Gladsaxe;Total;74 years;Total;2015Q1;416
Gladsaxe;Total;74 years;Total;2019Q1;582
Gladsaxe;Total;74 years;Total;2022Q1;593
Gladsaxe;Total;75 years;Total;2008Q1;431
Gladsaxe;Total;75 years;Total;2011Q1;379
Gladsaxe;Total;75 years;Total;2015Q1;422
Gladsaxe;Total;75 years;Total;2019Q1;528
Gladsaxe;Total;75 years;Total;2022Q1;567
Gladsaxe;Total;76 years;Total;2008Q1;386
Gladsaxe;Total;76 years;Total;2011Q1;391
Gladsaxe;Total;76 years;Total;2015Q1;366
Gladsaxe;Total;76 years;Total;2019Q1;463
Gladsaxe;Total;76 years;Total;2022Q1;543
Gladsaxe;Total;77 years;Total;2008Q1;411
Gladsaxe;Total;77 years;Total;2011Q1;396
Gladsaxe;Total;77 years;Total;2015Q1;387
Gladsaxe;Total;77 years;Total;2019Q1;388
Gladsaxe;Total;77 years;Total;2022Q1;519
Gladsaxe;Total;78 years;Total;2008Q1;374
Gladsaxe;Total;78 years;Total;2011Q1;379
Gladsaxe;Total;78 years;Total;2015Q1;372
Gladsaxe;Total;78 years;Total;2019Q1;362
Gladsaxe;Total;78 years;Total;2022Q1;466
Gladsaxe;Total;79 years;Total;2008Q1;383
Gladsaxe;Total;79 years;Total;2011Q1;341
Gladsaxe;Total;79 years;Total;2015Q1;313
Gladsaxe;Total;79 years;Total;2019Q1;366
Gladsaxe;Total;79 years;Total;2022Q1;408
Gladsaxe;Total;80 years;Total;2008Q1;381
Gladsaxe;Total;80 years;Total;2011Q1;346
Gladsaxe;Total;80 years;Total;2015Q1;332
Gladsaxe;Total;80 years;Total;2019Q1;321
Gladsaxe;Total;80 years;Total;2022Q1;341
Gladsaxe;Total;81 years;Total;2008Q1;377
Gladsaxe;Total;81 years;Total;2011Q1;315
Gladsaxe;Total;81 years;Total;2015Q1;325
Gladsaxe;Total;81 years;Total;2019Q1;303
Gladsaxe;Total;81 years;Total;2022Q1;303
Gladsaxe;Total;82 years;Total;2008Q1;344
Gladsaxe;Total;82 years;Total;2011Q1;303
Gladsaxe;Total;82 years;Total;2015Q1;307
Gladsaxe;Total;82 years;Total;2019Q1;322
Gladsaxe;Total;82 years;Total;2022Q1;314
Gladsaxe;Total;83 years;Total;2008Q1;315
Gladsaxe;Total;83 years;Total;2011Q1;323
Gladsaxe;Total;83 years;Total;2015Q1;273
Gladsaxe;Total;83 years;Total;2019Q1;258
Gladsaxe;Total;83 years;Total;2022Q1;260
Gladsaxe;Total;84 years;Total;2008Q1;296
Gladsaxe;Total;84 years;Total;2011Q1;306
Gladsaxe;Total;84 years;Total;2015Q1;268
Gladsaxe;Total;84 years;Total;2019Q1;241
Gladsaxe;Total;84 years;Total;2022Q1;247
Gladsaxe;Total;85 years;Total;2008Q1;272
Gladsaxe;Total;85 years;Total;2011Q1;280
Gladsaxe;Total;85 years;Total;2015Q1;243
Gladsaxe;Total;85 years;Total;2019Q1;243
Gladsaxe;Total;85 years;Total;2022Q1;254
Gladsaxe;Total;86 years;Total;2008Q1;245
Gladsaxe;Total;86 years;Total;2011Q1;249
Gladsaxe;Total;86 years;Total;2015Q1;214
Gladsaxe;Total;86 years;Total;2019Q1;228
Gladsaxe;Total;86 years;Total;2022Q1;198
Gladsaxe;Total;87 years;Total;2008Q1;212
Gladsaxe;Total;87 years;Total;2011Q1;211
Gladsaxe;Total;87 years;Total;2015Q1;208
Gladsaxe;Total;87 years;Total;2019Q1;198
Gladsaxe;Total;87 years;Total;2022Q1;184
Gladsaxe;Total;88 years;Total;2008Q1;171
Gladsaxe;Total;88 years;Total;2011Q1;173
Gladsaxe;Total;88 years;Total;2015Q1;207
Gladsaxe;Total;88 years;Total;2019Q1;170
Gladsaxe;Total;88 years;Total;2022Q1;181
Gladsaxe;Total;89 years;Total;2008Q1;168
Gladsaxe;Total;89 years;Total;2011Q1;161
Gladsaxe;Total;89 years;Total;2015Q1;179
Gladsaxe;Total;89 years;Total;2019Q1;156
Gladsaxe;Total;89 years;Total;2022Q1;157
Gladsaxe;Total;90 years;Total;2008Q1;112
Gladsaxe;Total;90 years;Total;2011Q1;122
Gladsaxe;Total;90 years;Total;2015Q1;156
Gladsaxe;Total;90 years;Total;2019Q1;123
Gladsaxe;Total;90 years;Total;2022Q1;128
Gladsaxe;Total;91 years;Total;2008Q1;93
Gladsaxe;Total;91 years;Total;2011Q1;109
Gladsaxe;Total;91 years;Total;2015Q1;132
Gladsaxe;Total;91 years;Total;2019Q1;118
Gladsaxe;Total;91 years;Total;2022Q1;111
Gladsaxe;Total;92 years;Total;2008Q1;58
Gladsaxe;Total;92 years;Total;2011Q1;103
Gladsaxe;Total;92 years;Total;2015Q1;94
Gladsaxe;Total;92 years;Total;2019Q1;119
Gladsaxe;Total;92 years;Total;2022Q1;100
Gladsaxe;Total;93 years;Total;2008Q1;61
Gladsaxe;Total;93 years;Total;2011Q1;53
Gladsaxe;Total;93 years;Total;2015Q1;82
Gladsaxe;Total;93 years;Total;2019Q1;81
Gladsaxe;Total;93 years;Total;2022Q1;64
Gladsaxe;Total;94 years;Total;2008Q1;49
Gladsaxe;Total;94 years;Total;2011Q1;35
Gladsaxe;Total;94 years;Total;2015Q1;49
Gladsaxe;Total;94 years;Total;2019Q1;65
Gladsaxe;Total;94 years;Total;2022Q1;59
Gladsaxe;Total;95 years;Total;2008Q1;29
Gladsaxe;Total;95 years;Total;2011Q1;30
Gladsaxe;Total;95 years;Total;2015Q1;49
Gladsaxe;Total;95 years;Total;2019Q1;51
Gladsaxe;Total;95 years;Total;2022Q1;61
Gladsaxe;Total;96 years;Total;2008Q1;21
Gladsaxe;Total;96 years;Total;2011Q1;29
Gladsaxe;Total;96 years;Total;2015Q1;39
Gladsaxe;Total;96 years;Total;2019Q1;34
Gladsaxe;Total;96 years;Total;2022Q1;35
Gladsaxe;Total;97 years;Total;2008Q1;9
Gladsaxe;Total;97 years;Total;2011Q1;24
Gladsaxe;Total;97 years;Total;2015Q1;22
Gladsaxe;Total;97 years;Total;2019Q1;26
Gladsaxe;Total;97 years;Total;2022Q1;36
Gladsaxe;Total;98 years;Total;2008Q1;15
Gladsaxe;Total;98 years;Total;2011Q1;10
Gladsaxe;Total;98 years;Total;2015Q1;16
Gladsaxe;Total;98 years;Total;2019Q1;21
Gladsaxe;Total;98 years;Total;2022Q1;26
Gladsaxe;Total;99 years;Total;2008Q1;8
Gladsaxe;Total;99 years;Total;2011Q1;7
Gladsaxe;Total;99 years;Total;2015Q1;6
Gladsaxe;Total;99 years;Total;2019Q1;17
Gladsaxe;Total;99 years;Total;2022Q1;12
Gladsaxe;Total;100 years;Total;2008Q1;5
Gladsaxe;Total;100 years;Total;2011Q1;3
Gladsaxe;Total;100 years;Total;2015Q1;1
Gladsaxe;Total;100 years;Total;2019Q1;9
Gladsaxe;Total;100 years;Total;2022Q1;12
Gladsaxe;Total;101 years;Total;2008Q1;3
Gladsaxe;Total;101 years;Total;2011Q1;2
Gladsaxe;Total;101 years;Total;2015Q1;3
Gladsaxe;Total;101 years;Total;2019Q1;2
Gladsaxe;Total;101 years;Total;2022Q1;5
Gladsaxe;Total;102 years;Total;2008Q1;0
Gladsaxe;Total;102 years;Total;2011Q1;0
Gladsaxe;Total;102 years;Total;2015Q1;1
Gladsaxe;Total;102 years;Total;2019Q1;4
Gladsaxe;Total;102 years;Total;2022Q1;2
Gladsaxe;Total;103 years;Total;2008Q1;0
Gladsaxe;Total;103 years;Total;2011Q1;3
Gladsaxe;Total;103 years;Total;2015Q1;1
Gladsaxe;Total;103 years;Total;2019Q1;1
Gladsaxe;Total;103 years;Total;2022Q1;2
Gladsaxe;Total;104 years;Total;2008Q1;0
Gladsaxe;Total;104 years;Total;2011Q1;1
Gladsaxe;Total;104 years;Total;2015Q1;0
Gladsaxe;Total;104 years;Total;2019Q1;0
Gladsaxe;Total;104 years;Total;2022Q1;0
Gladsaxe;Total;105 years;Total;2008Q1;0
Gladsaxe;Total;105 years;Total;2011Q1;0
Gladsaxe;Total;105 years;Total;2015Q1;1
Gladsaxe;Total;105 years;Total;2019Q1;0
Gladsaxe;Total;105 years;Total;2022Q1;1
Gladsaxe;Total;106 years;Total;2008Q1;0
Gladsaxe;Total;106 years;Total;2011Q1;0
Gladsaxe;Total;106 years;Total;2015Q1;0
Gladsaxe;Total;106 years;Total;2019Q1;0
Gladsaxe;Total;106 years;Total;2022Q1;0
Gladsaxe;Total;107 years;Total;2008Q1;0
Gladsaxe;Total;107 years;Total;2011Q1;0
Gladsaxe;Total;107 years;Total;2015Q1;0
Gladsaxe;Total;107 years;Total;2019Q1;0
Gladsaxe;Total;107 years;Total;2022Q1;0
Gladsaxe;Total;108 years;Total;2008Q1;0
Gladsaxe;Total;108 years;Total;2011Q1;0
Gladsaxe;Total;108 years;Total;2015Q1;0
Gladsaxe;Total;108 years;Total;2019Q1;0
Gladsaxe;Total;108 years;Total;2022Q1;0
Gladsaxe;Total;109 years;Total;2008Q1;0
Gladsaxe;Total;109 years;Total;2011Q1;0
Gladsaxe;Total;109 years;Total;2015Q1;0
Gladsaxe;Total;109 years;Total;2019Q1;0
Gladsaxe;Total;109 years;Total;2022Q1;0
Gladsaxe;Total;110 years;Total;2008Q1;0
Gladsaxe;Total;110 years;Total;2011Q1;0
Gladsaxe;Total;110 years;Total;2015Q1;0
Gladsaxe;Total;110 years;Total;2019Q1;0
Gladsaxe;Total;110 years;Total;2022Q1;0
Gladsaxe;Total;111 years;Total;2008Q1;0
Gladsaxe;Total;111 years;Total;2011Q1;0
Gladsaxe;Total;111 years;Total;2015Q1;0
Gladsaxe;Total;111 years;Total;2019Q1;0
Gladsaxe;Total;111 years;Total;2022Q1;0
Gladsaxe;Total;112 years;Total;2008Q1;0
Gladsaxe;Total;112 years;Total;2011Q1;0
Gladsaxe;Total;112 years;Total;2015Q1;0
Gladsaxe;Total;112 years;Total;2019Q1;0
Gladsaxe;Total;112 years;Total;2022Q1;0
Gladsaxe;Total;113 years;Total;2008Q1;0
Gladsaxe;Total;113 years;Total;2011Q1;0
Gladsaxe;Total;113 years;Total;2015Q1;0
Gladsaxe;Total;113 years;Total;2019Q1;0
Gladsaxe;Total;113 years;Total;2022Q1;0
Gladsaxe;Total;114 years;Total;2008Q1;0
Gladsaxe;Total;114 years;Total;2011Q1;0
Gladsaxe;Total;114 years;Total;2015Q1;0
Gladsaxe;Total;114 years;Total;2019Q1;0
Gladsaxe;Total;114 years;Total;2022Q1;0
Gladsaxe;Total;115 years;Total;2008Q1;0
Gladsaxe;Total;115 years;Total;2011Q1;0
Gladsaxe;Total;115 years;Total;2015Q1;0
Gladsaxe;Total;115 years;Total;2019Q1;0
Gladsaxe;Total;115 years;Total;2022Q1;0
Gladsaxe;Total;116 years;Total;2008Q1;0
Gladsaxe;Total;116 years;Total;2011Q1;0
Gladsaxe;Total;116 years;Total;2015Q1;0
Gladsaxe;Total;116 years;Total;2019Q1;0
Gladsaxe;Total;116 years;Total;2022Q1;0
Gladsaxe;Total;117 years;Total;2008Q1;0
Gladsaxe;Total;117 years;Total;2011Q1;0
Gladsaxe;Total;117 years;Total;2015Q1;0
Gladsaxe;Total;117 years;Total;2019Q1;0
Gladsaxe;Total;117 years;Total;2022Q1;0
Gladsaxe;Total;118 years;Total;2008Q1;0
Gladsaxe;Total;118 years;Total;2011Q1;0
Gladsaxe;Total;118 years;Total;2015Q1;0
Gladsaxe;Total;118 years;Total;2019Q1;0
Gladsaxe;Total;118 years;Total;2022Q1;0
Gladsaxe;Total;119 years;Total;2008Q1;0
Gladsaxe;Total;119 years;Total;2011Q1;0
Gladsaxe;Total;119 years;Total;2015Q1;0
Gladsaxe;Total;119 years;Total;2019Q1;0
Gladsaxe;Total;119 years;Total;2022Q1;0
Gladsaxe;Total;120 years;Total;2008Q1;0
Gladsaxe;Total;120 years;Total;2011Q1;0
Gladsaxe;Total;120 years;Total;2015Q1;0
Gladsaxe;Total;120 years;Total;2019Q1;0
Gladsaxe;Total;120 years;Total;2022Q1;0
Gladsaxe;Total;121 years;Total;2008Q1;0
Gladsaxe;Total;121 years;Total;2011Q1;0
Gladsaxe;Total;121 years;Total;2015Q1;0
Gladsaxe;Total;121 years;Total;2019Q1;0
Gladsaxe;Total;121 years;Total;2022Q1;0
Gladsaxe;Total;122 years;Total;2008Q1;0
Gladsaxe;Total;122 years;Total;2011Q1;0
Gladsaxe;Total;122 years;Total;2015Q1;0
Gladsaxe;Total;122 years;Total;2019Q1;0
Gladsaxe;Total;122 years;Total;2022Q1;0
Gladsaxe;Total;123 years;Total;2008Q1;0
Gladsaxe;Total;123 years;Total;2011Q1;0
Gladsaxe;Total;123 years;Total;2015Q1;0
Gladsaxe;Total;123 years;Total;2019Q1;0
Gladsaxe;Total;123 years;Total;2022Q1;0
Gladsaxe;Total;124 years;Total;2008Q1;0
Gladsaxe;Total;124 years;Total;2011Q1;0
Gladsaxe;Total;124 years;Total;2015Q1;0
Gladsaxe;Total;124 years;Total;2019Q1;0
Gladsaxe;Total;124 years;Total;2022Q1;0
Gladsaxe;Total;125 years;Total;2008Q1;0
Gladsaxe;Total;125 years;Total;2011Q1;0
Gladsaxe;Total;125 years;Total;2015Q1;0
Gladsaxe;Total;125 years;Total;2019Q1;0
Gladsaxe;Total;125 years;Total;2022Q1;0
Glostrup;Total;65 years;Total;2008Q1;232
Glostrup;Total;65 years;Total;2011Q1;289
Glostrup;Total;65 years;Total;2015Q1;234
Glostrup;Total;65 years;Total;2019Q1;223
Glostrup;Total;65 years;Total;2022Q1;222
Glostrup;Total;66 years;Total;2008Q1;164
Glostrup;Total;66 years;Total;2011Q1;256
Glostrup;Total;66 years;Total;2015Q1;242
Glostrup;Total;66 years;Total;2019Q1;204
Glostrup;Total;66 years;Total;2022Q1;226
Glostrup;Total;67 years;Total;2008Q1;192
Glostrup;Total;67 years;Total;2011Q1;253
Glostrup;Total;67 years;Total;2015Q1;258
Glostrup;Total;67 years;Total;2019Q1;179
Glostrup;Total;67 years;Total;2022Q1;234
Glostrup;Total;68 years;Total;2008Q1;185
Glostrup;Total;68 years;Total;2011Q1;226
Glostrup;Total;68 years;Total;2015Q1;272
Glostrup;Total;68 years;Total;2019Q1;223
Glostrup;Total;68 years;Total;2022Q1;200
Glostrup;Total;69 years;Total;2008Q1;203
Glostrup;Total;69 years;Total;2011Q1;152
Glostrup;Total;69 years;Total;2015Q1;261
Glostrup;Total;69 years;Total;2019Q1;225
Glostrup;Total;69 years;Total;2022Q1;201
Glostrup;Total;70 years;Total;2008Q1;200
Glostrup;Total;70 years;Total;2011Q1;178
Glostrup;Total;70 years;Total;2015Q1;235
Glostrup;Total;70 years;Total;2019Q1;227
Glostrup;Total;70 years;Total;2022Q1;173
Glostrup;Total;71 years;Total;2008Q1;188
Glostrup;Total;71 years;Total;2011Q1;175
Glostrup;Total;71 years;Total;2015Q1;232
Glostrup;Total;71 years;Total;2019Q1;230
Glostrup;Total;71 years;Total;2022Q1;211
Glostrup;Total;72 years;Total;2008Q1;149
Glostrup;Total;72 years;Total;2011Q1;187
Glostrup;Total;72 years;Total;2015Q1;210
Glostrup;Total;72 years;Total;2019Q1;254
Glostrup;Total;72 years;Total;2022Q1;210
Glostrup;Total;73 years;Total;2008Q1;169
Glostrup;Total;73 years;Total;2011Q1;181
Glostrup;Total;73 years;Total;2015Q1;151
Glostrup;Total;73 years;Total;2019Q1;247
Glostrup;Total;73 years;Total;2022Q1;215
Glostrup;Total;74 years;Total;2008Q1;175
Glostrup;Total;74 years;Total;2011Q1;176
Glostrup;Total;74 years;Total;2015Q1;159
Glostrup;Total;74 years;Total;2019Q1;210
Glostrup;Total;74 years;Total;2022Q1;216
Glostrup;Total;75 years;Total;2008Q1;179
Glostrup;Total;75 years;Total;2011Q1;139
Glostrup;Total;75 years;Total;2015Q1;164
Glostrup;Total;75 years;Total;2019Q1;210
Glostrup;Total;75 years;Total;2022Q1;237
Glostrup;Total;76 years;Total;2008Q1;168
Glostrup;Total;76 years;Total;2011Q1;158
Glostrup;Total;76 years;Total;2015Q1;174
Glostrup;Total;76 years;Total;2019Q1;181
Glostrup;Total;76 years;Total;2022Q1;221
Glostrup;Total;77 years;Total;2008Q1;138
Glostrup;Total;77 years;Total;2011Q1;151
Glostrup;Total;77 years;Total;2015Q1;161
Glostrup;Total;77 years;Total;2019Q1;121
Glostrup;Total;77 years;Total;2022Q1;200
Glostrup;Total;78 years;Total;2008Q1;123
Glostrup;Total;78 years;Total;2011Q1;165
Glostrup;Total;78 years;Total;2015Q1;155
Glostrup;Total;78 years;Total;2019Q1;139
Glostrup;Total;78 years;Total;2022Q1;183
Glostrup;Total;79 years;Total;2008Q1;129
Glostrup;Total;79 years;Total;2011Q1;148
Glostrup;Total;79 years;Total;2015Q1;123
Glostrup;Total;79 years;Total;2019Q1;152
Glostrup;Total;79 years;Total;2022Q1;166
Glostrup;Total;80 years;Total;2008Q1;130
Glostrup;Total;80 years;Total;2011Q1;111
Glostrup;Total;80 years;Total;2015Q1;138
Glostrup;Total;80 years;Total;2019Q1;149
Glostrup;Total;80 years;Total;2022Q1;102
Glostrup;Total;81 years;Total;2008Q1;144
Glostrup;Total;81 years;Total;2011Q1;106
Glostrup;Total;81 years;Total;2015Q1;123
Glostrup;Total;81 years;Total;2019Q1;140
Glostrup;Total;81 years;Total;2022Q1;122
Glostrup;Total;82 years;Total;2008Q1;121
Glostrup;Total;82 years;Total;2011Q1;109
Glostrup;Total;82 years;Total;2015Q1;127
Glostrup;Total;82 years;Total;2019Q1;132
Glostrup;Total;82 years;Total;2022Q1;129
Glostrup;Total;83 years;Total;2008Q1;103
Glostrup;Total;83 years;Total;2011Q1;102
Glostrup;Total;83 years;Total;2015Q1;108
Glostrup;Total;83 years;Total;2019Q1;109
Glostrup;Total;83 years;Total;2022Q1;127
Glostrup;Total;84 years;Total;2008Q1;112
Glostrup;Total;84 years;Total;2011Q1;116
Glostrup;Total;84 years;Total;2015Q1;90
Glostrup;Total;84 years;Total;2019Q1;101
Glostrup;Total;84 years;Total;2022Q1;120
Glostrup;Total;85 years;Total;2008Q1;80
Glostrup;Total;85 years;Total;2011Q1;104
Glostrup;Total;85 years;Total;2015Q1;75
Glostrup;Total;85 years;Total;2019Q1;93
Glostrup;Total;85 years;Total;2022Q1;107
Glostrup;Total;86 years;Total;2008Q1;61
Glostrup;Total;86 years;Total;2011Q1;81
Glostrup;Total;86 years;Total;2015Q1;77
Glostrup;Total;86 years;Total;2019Q1;85
Glostrup;Total;86 years;Total;2022Q1;79
Glostrup;Total;87 years;Total;2008Q1;65
Glostrup;Total;87 years;Total;2011Q1;79
Glostrup;Total;87 years;Total;2015Q1;63
Glostrup;Total;87 years;Total;2019Q1;75
Glostrup;Total;87 years;Total;2022Q1;71
Glostrup;Total;88 years;Total;2008Q1;48
Glostrup;Total;88 years;Total;2011Q1;54
Glostrup;Total;88 years;Total;2015Q1;82
Glostrup;Total;88 years;Total;2019Q1;57
Glostrup;Total;88 years;Total;2022Q1;66
Glostrup;Total;89 years;Total;2008Q1;53
Glostrup;Total;89 years;Total;2011Q1;39
Glostrup;Total;89 years;Total;2015Q1;68
Glostrup;Total;89 years;Total;2019Q1;49
Glostrup;Total;89 years;Total;2022Q1;69
Glostrup;Total;90 years;Total;2008Q1;30
Glostrup;Total;90 years;Total;2011Q1;34
Glostrup;Total;90 years;Total;2015Q1;45
Glostrup;Total;90 years;Total;2019Q1;45
Glostrup;Total;90 years;Total;2022Q1;45
Glostrup;Total;91 years;Total;2008Q1;37
Glostrup;Total;91 years;Total;2011Q1;26
Glostrup;Total;91 years;Total;2015Q1;45
Glostrup;Total;91 years;Total;2019Q1;44
Glostrup;Total;91 years;Total;2022Q1;34
Glostrup;Total;92 years;Total;2008Q1;27
Glostrup;Total;92 years;Total;2011Q1;36
Glostrup;Total;92 years;Total;2015Q1;31
Glostrup;Total;92 years;Total;2019Q1;44
Glostrup;Total;92 years;Total;2022Q1;28
Glostrup;Total;93 years;Total;2008Q1;15
Glostrup;Total;93 years;Total;2011Q1;17
Glostrup;Total;93 years;Total;2015Q1;19
Glostrup;Total;93 years;Total;2019Q1;34
Glostrup;Total;93 years;Total;2022Q1;25
Glostrup;Total;94 years;Total;2008Q1;9
Glostrup;Total;94 years;Total;2011Q1;17
Glostrup;Total;94 years;Total;2015Q1;14
Glostrup;Total;94 years;Total;2019Q1;16
Glostrup;Total;94 years;Total;2022Q1;20
Glostrup;Total;95 years;Total;2008Q1;15
Glostrup;Total;95 years;Total;2011Q1;14
Glostrup;Total;95 years;Total;2015Q1;13
Glostrup;Total;95 years;Total;2019Q1;18
Glostrup;Total;95 years;Total;2022Q1;16
Glostrup;Total;96 years;Total;2008Q1;3
Glostrup;Total;96 years;Total;2011Q1;6
Glostrup;Total;96 years;Total;2015Q1;12
Glostrup;Total;96 years;Total;2019Q1;11
Glostrup;Total;96 years;Total;2022Q1;14
Glostrup;Total;97 years;Total;2008Q1;8
Glostrup;Total;97 years;Total;2011Q1;3
Glostrup;Total;97 years;Total;2015Q1;9
Glostrup;Total;97 years;Total;2019Q1;5
Glostrup;Total;97 years;Total;2022Q1;8
Glostrup;Total;98 years;Total;2008Q1;5
Glostrup;Total;98 years;Total;2011Q1;6
Glostrup;Total;98 years;Total;2015Q1;4
Glostrup;Total;98 years;Total;2019Q1;2
Glostrup;Total;98 years;Total;2022Q1;12
Glostrup;Total;99 years;Total;2008Q1;2
Glostrup;Total;99 years;Total;2011Q1;0
Glostrup;Total;99 years;Total;2015Q1;5
Glostrup;Total;99 years;Total;2019Q1;3
Glostrup;Total;99 years;Total;2022Q1;2
Glostrup;Total;100 years;Total;2008Q1;2
Glostrup;Total;100 years;Total;2011Q1;2
Glostrup;Total;100 years;Total;2015Q1;2
Glostrup;Total;100 years;Total;2019Q1;3
Glostrup;Total;100 years;Total;2022Q1;2
Glostrup;Total;101 years;Total;2008Q1;0
Glostrup;Total;101 years;Total;2011Q1;1
Glostrup;Total;101 years;Total;2015Q1;1
Glostrup;Total;101 years;Total;2019Q1;1
Glostrup;Total;101 years;Total;2022Q1;0
Glostrup;Total;102 years;Total;2008Q1;0
Glostrup;Total;102 years;Total;2011Q1;2
Glostrup;Total;102 years;Total;2015Q1;0
Glostrup;Total;102 years;Total;2019Q1;0
Glostrup;Total;102 years;Total;2022Q1;0
Glostrup;Total;103 years;Total;2008Q1;0
Glostrup;Total;103 years;Total;2011Q1;0
Glostrup;Total;103 years;Total;2015Q1;0
Glostrup;Total;103 years;Total;2019Q1;1
Glostrup;Total;103 years;Total;2022Q1;0
Glostrup;Total;104 years;Total;2008Q1;0
Glostrup;Total;104 years;Total;2011Q1;0
Glostrup;Total;104 years;Total;2015Q1;0
Glostrup;Total;104 years;Total;2019Q1;0
Glostrup;Total;104 years;Total;2022Q1;0
Glostrup;Total;105 years;Total;2008Q1;0
Glostrup;Total;105 years;Total;2011Q1;0
Glostrup;Total;105 years;Total;2015Q1;0
Glostrup;Total;105 years;Total;2019Q1;0
Glostrup;Total;105 years;Total;2022Q1;0
Glostrup;Total;106 years;Total;2008Q1;0
Glostrup;Total;106 years;Total;2011Q1;0
Glostrup;Total;106 years;Total;2015Q1;0
Glostrup;Total;106 years;Total;2019Q1;0
Glostrup;Total;106 years;Total;2022Q1;0
Glostrup;Total;107 years;Total;2008Q1;0
Glostrup;Total;107 years;Total;2011Q1;0
Glostrup;Total;107 years;Total;2015Q1;0
Glostrup;Total;107 years;Total;2019Q1;0
Glostrup;Total;107 years;Total;2022Q1;0
Glostrup;Total;108 years;Total;2008Q1;0
Glostrup;Total;108 years;Total;2011Q1;0
Glostrup;Total;108 years;Total;2015Q1;0
Glostrup;Total;108 years;Total;2019Q1;0
Glostrup;Total;108 years;Total;2022Q1;0
Glostrup;Total;109 years;Total;2008Q1;0
Glostrup;Total;109 years;Total;2011Q1;0
Glostrup;Total;109 years;Total;2015Q1;0
Glostrup;Total;109 years;Total;2019Q1;0
Glostrup;Total;109 years;Total;2022Q1;0
Glostrup;Total;110 years;Total;2008Q1;0
Glostrup;Total;110 years;Total;2011Q1;0
Glostrup;Total;110 years;Total;2015Q1;0
Glostrup;Total;110 years;Total;2019Q1;0
Glostrup;Total;110 years;Total;2022Q1;0
Glostrup;Total;111 years;Total;2008Q1;0
