OMRÅDE;YDELSESTYPE;KØN;ALDER;TID;INDHOLD
Horsens;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;78
Horsens;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;88
Horsens;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;102
Horsens;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;93
Horsens;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;92
Horsens;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;92
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;140
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;122
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;88
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;68
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;67
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;57
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;50
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;73
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;94
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;85
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;66
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;58
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;56
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;60
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;46
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;53
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;61
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;69
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;56
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;48
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;60
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;62
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;60
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;71
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;110
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;147
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;156
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;170
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;168
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;138
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;120
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;137
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;148
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;129
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;118
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;108
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;117
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;97
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;83
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;94
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;107
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;118
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;116
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;134
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;147
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;133
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;128
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;132
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;148
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;138
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;126
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;88
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;92
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;135
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;92
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;93
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;116
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;88
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;60
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;67
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;68
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;86
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;89
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;77
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;75
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;67
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;69
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;69
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;75
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;63
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;54
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;56
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;55
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;47
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;47
Norddjurs;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;64
Odder;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;26
Odder;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;23
Odder;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;25
Odder;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;28
Odder;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;17
Odder;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;10
Odder;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;10
Odder;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;16
Odder;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;21
Odder;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;22
Odder;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;24
Odder;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;37
Odder;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;48
Odder;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;40
Odder;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;37
Odder;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;36
Odder;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;47
Odder;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;36
Odder;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;27
Odder;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;37
Odder;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;45
Odder;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;36
Odder;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;28
Odder;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;33
Odder;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;57
Odder;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;66
Odder;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;59
Odder;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;66
Odder;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;58
Odder;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;53
Odder;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;46
Odder;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;49
Odder;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;56
Odder;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;47
Odder;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;46
Odder;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;54
Odder;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;53
Odder;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;46
Odder;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;48
Odder;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;97
Odder;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;100
Odder;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;97
Odder;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;93
Odder;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;105
Odder;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;96
Odder;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;79
Odder;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;70
Odder;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;63
Odder;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;76
Odder;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;67
Odder;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;64
Odder;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;60
Odder;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;72
Odder;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;99
Odder;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;83
Odder;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;85
Odder;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;99
Odder;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;78
Odder;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;67
Odder;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;44
Odder;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;42
Odder;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;62
Odder;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;61
Odder;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;57
Odder;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;64
Odder;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;53
Odder;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;49
Odder;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;45
Odder;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;52
Odder;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;43
Odder;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;43
Odder;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;34
Odder;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;39
Odder;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;35
Odder;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;34
Odder;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;45
Randers;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;121
Randers;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;70
Randers;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;46
Randers;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;52
Randers;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;59
Randers;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;54
Randers;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;54
Randers;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;66
Randers;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;101
Randers;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;129
Randers;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;97
Randers;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;86
Randers;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;89
Randers;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;98
Randers;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;101
Randers;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;100
Randers;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;139
Randers;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;185
Randers;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;148
Randers;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;155
Randers;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;156
Randers;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;136
Randers;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;134
Randers;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;144
Randers;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;243
Randers;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;297
Randers;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;399
Randers;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;413
Randers;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;456
Randers;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;384
Randers;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;353
Randers;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;339
Randers;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;385
Randers;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;360
Randers;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;355
Randers;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;325
Randers;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;370
Randers;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;341
Randers;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;357
Randers;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;460
Randers;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;500
Randers;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;452
Randers;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;431
Randers;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;409
Randers;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;386
Randers;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;343
Randers;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;312
Randers;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;280
Randers;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;283
Randers;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;259
Randers;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;237
Randers;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;228
Randers;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;248
Randers;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;378
Randers;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;314
Randers;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;244
Randers;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;263
Randers;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;196
Randers;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;145
Randers;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;149
Randers;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;138
Randers;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;167
Randers;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;221
Randers;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;222
Randers;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;244
Randers;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;220
Randers;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;194
Randers;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;201
Randers;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;210
Randers;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;176
Randers;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;170
Randers;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;201
Randers;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;225
Randers;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;212
Randers;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;234
Randers;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;261
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;8
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;6
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;7
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;7
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;6
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;5
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;5
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;6
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;8
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;7
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;5
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;13
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;14
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;12
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;14
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;19
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;17
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;9
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;7
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;10
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;16
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;14
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;16
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;17
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;18
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;17
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;21
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;24
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;21
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;7
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;9
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;9
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;10
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;11
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;16
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;13
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;19
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;22
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;11
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;18
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;26
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;25
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;19
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;25
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;32
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;22
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;17
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;22
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;23
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;16
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;12
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;19
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;19
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;19
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;7
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;14
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;20
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;9
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;6
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;6
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;9
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;4
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;4
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;6
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;7
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;4
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;3
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;4
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;4
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;3
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;4
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;5
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;7
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;5
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;2
Samsø;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;1
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;208
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;161
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;145
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;114
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;123
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;91
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;94
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;100
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;117
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;141
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;145
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;154
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;155
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;162
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;197
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;186
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;196
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;214
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;235
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;200
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;179
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;186
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;195
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;177
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;245
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;319
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;351
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;335
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;399
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;398
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;397
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;398
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;451
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;386
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;369
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;347
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;339
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;303
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;312
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;299
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;348
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;320
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;286
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;272
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;295
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;241
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;237
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;232
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;237
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;218
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;217
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;225
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;258
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;345
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;266
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;229
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;239
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;176
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;131
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;113
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;110
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;121
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;159
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;149
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;130
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;123
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;116
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;112
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;115
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;106
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;98
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;104
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;115
