OMRÅDE;KØN;ALDER;TID;INDHOLD
Skanderborg;Total;Age, total;2025M10;66130
Skanderborg;Total;Age, total;2025M11;66189
Skanderborg;Total;Age, total;2025M12;66272
Skanderborg;Total;Age, total;2026M01;66352
Skanderborg;Total;Age, total;2026M02;66341
Syddjurs;Total;Age, total;2021M10;43629
Syddjurs;Total;Age, total;2021M11;43652
Syddjurs;Total;Age, total;2021M12;43611
Syddjurs;Total;Age, total;2022M01;43596
Syddjurs;Total;Age, total;2022M02;43669
Syddjurs;Total;Age, total;2022M03;43709
Syddjurs;Total;Age, total;2022M04;43752
Syddjurs;Total;Age, total;2022M05;43863
Syddjurs;Total;Age, total;2022M06;43993
Syddjurs;Total;Age, total;2022M07;44086
Syddjurs;Total;Age, total;2022M08;44147
Syddjurs;Total;Age, total;2022M09;44238
Syddjurs;Total;Age, total;2022M10;44190
Syddjurs;Total;Age, total;2022M11;44221
Syddjurs;Total;Age, total;2022M12;44200
Syddjurs;Total;Age, total;2023M01;44207
Syddjurs;Total;Age, total;2023M02;44230
Syddjurs;Total;Age, total;2023M03;44195
Syddjurs;Total;Age, total;2023M04;44237
Syddjurs;Total;Age, total;2023M05;44269
Syddjurs;Total;Age, total;2023M06;44223
Syddjurs;Total;Age, total;2023M07;44197
Syddjurs;Total;Age, total;2023M08;44225
Syddjurs;Total;Age, total;2023M09;44237
Syddjurs;Total;Age, total;2023M10;44229
Syddjurs;Total;Age, total;2023M11;44162
Syddjurs;Total;Age, total;2023M12;44128
Syddjurs;Total;Age, total;2024M01;44076
Syddjurs;Total;Age, total;2024M02;44034
Syddjurs;Total;Age, total;2024M03;44003
Syddjurs;Total;Age, total;2024M04;44059
Syddjurs;Total;Age, total;2024M05;44050
Syddjurs;Total;Age, total;2024M06;44052
Syddjurs;Total;Age, total;2024M07;44033
Syddjurs;Total;Age, total;2024M08;44084
Syddjurs;Total;Age, total;2024M09;44193
Syddjurs;Total;Age, total;2024M10;44203
Syddjurs;Total;Age, total;2024M11;44202
Syddjurs;Total;Age, total;2024M12;44141
Syddjurs;Total;Age, total;2025M01;44101
Syddjurs;Total;Age, total;2025M02;44105
Syddjurs;Total;Age, total;2025M03;44146
Syddjurs;Total;Age, total;2025M04;44217
Syddjurs;Total;Age, total;2025M05;44304
Syddjurs;Total;Age, total;2025M06;44283
Syddjurs;Total;Age, total;2025M07;44311
Syddjurs;Total;Age, total;2025M08;44342
Syddjurs;Total;Age, total;2025M09;44408
Syddjurs;Total;Age, total;2025M10;44418
Syddjurs;Total;Age, total;2025M11;44348
Syddjurs;Total;Age, total;2025M12;44380
Syddjurs;Total;Age, total;2026M01;44394
Syddjurs;Total;Age, total;2026M02;44402
Aarhus;Total;Age, total;2021M10;355458
Aarhus;Total;Age, total;2021M11;355369
Aarhus;Total;Age, total;2021M12;355357
Aarhus;Total;Age, total;2022M01;355238
Aarhus;Total;Age, total;2022M02;355370
Aarhus;Total;Age, total;2022M03;355580
Aarhus;Total;Age, total;2022M04;355607
Aarhus;Total;Age, total;2022M05;355869
Aarhus;Total;Age, total;2022M06;356583
Aarhus;Total;Age, total;2022M07;356829
Aarhus;Total;Age, total;2022M08;357561
Aarhus;Total;Age, total;2022M09;359918
Aarhus;Total;Age, total;2022M10;361141
Aarhus;Total;Age, total;2022M11;361358
Aarhus;Total;Age, total;2022M12;361573
Aarhus;Total;Age, total;2023M01;361544
Aarhus;Total;Age, total;2023M02;361704
Aarhus;Total;Age, total;2023M03;362037
Aarhus;Total;Age, total;2023M04;362266
Aarhus;Total;Age, total;2023M05;362291
Aarhus;Total;Age, total;2023M06;362555
Aarhus;Total;Age, total;2023M07;362442
Aarhus;Total;Age, total;2023M08;362839
Aarhus;Total;Age, total;2023M09;365894
Aarhus;Total;Age, total;2023M10;366968
Aarhus;Total;Age, total;2023M11;367176
Aarhus;Total;Age, total;2023M12;367180
Aarhus;Total;Age, total;2024M01;367095
Aarhus;Total;Age, total;2024M02;367125
Aarhus;Total;Age, total;2024M03;367492
Aarhus;Total;Age, total;2024M04;367666
Aarhus;Total;Age, total;2024M05;367765
Aarhus;Total;Age, total;2024M06;368049
Aarhus;Total;Age, total;2024M07;368131
Aarhus;Total;Age, total;2024M08;368470
Aarhus;Total;Age, total;2024M09;371980
Aarhus;Total;Age, total;2024M10;373005
Aarhus;Total;Age, total;2024M11;373309
Aarhus;Total;Age, total;2024M12;373511
Aarhus;Total;Age, total;2025M01;373388
Aarhus;Total;Age, total;2025M02;373433
Aarhus;Total;Age, total;2025M03;373516
Aarhus;Total;Age, total;2025M04;373676
Aarhus;Total;Age, total;2025M05;373677
Aarhus;Total;Age, total;2025M06;373889
Aarhus;Total;Age, total;2025M07;373559
Aarhus;Total;Age, total;2025M08;373686
Aarhus;Total;Age, total;2025M09;376968
Aarhus;Total;Age, total;2025M10;377970
Aarhus;Total;Age, total;2025M11;378540
Aarhus;Total;Age, total;2025M12;378566
Aarhus;Total;Age, total;2026M01;378361
Aarhus;Total;Age, total;2026M02;378526
Herning;Total;Age, total;2021M10;89196
Herning;Total;Age, total;2021M11;89208
Herning;Total;Age, total;2021M12;89256
Herning;Total;Age, total;2022M01;89230
Herning;Total;Age, total;2022M02;89276
Herning;Total;Age, total;2022M03;89352
Herning;Total;Age, total;2022M04;89475
Herning;Total;Age, total;2022M05;89693
Herning;Total;Age, total;2022M06;89854
Herning;Total;Age, total;2022M07;89928
Herning;Total;Age, total;2022M08;89982
Herning;Total;Age, total;2022M09;89794
Herning;Total;Age, total;2022M10;89931
Herning;Total;Age, total;2022M11;89969
Herning;Total;Age, total;2022M12;89997
Herning;Total;Age, total;2023M01;89952
Herning;Total;Age, total;2023M02;89899
Herning;Total;Age, total;2023M03;89948
Herning;Total;Age, total;2023M04;90044
Herning;Total;Age, total;2023M05;89991
Herning;Total;Age, total;2023M06;89969
Herning;Total;Age, total;2023M07;89996
Herning;Total;Age, total;2023M08;89983
Herning;Total;Age, total;2023M09;89874
Herning;Total;Age, total;2023M10;89920
Herning;Total;Age, total;2023M11;89880
Herning;Total;Age, total;2023M12;89888
Herning;Total;Age, total;2024M01;89848
Herning;Total;Age, total;2024M02;89870
Herning;Total;Age, total;2024M03;89955
Herning;Total;Age, total;2024M04;90030
Herning;Total;Age, total;2024M05;90009
Herning;Total;Age, total;2024M06;89959
Herning;Total;Age, total;2024M07;90005
Herning;Total;Age, total;2024M08;90015
Herning;Total;Age, total;2024M09;89902
Herning;Total;Age, total;2024M10;89876
Herning;Total;Age, total;2024M11;89933
Herning;Total;Age, total;2024M12;89985
Herning;Total;Age, total;2025M01;90006
Herning;Total;Age, total;2025M02;89944
Herning;Total;Age, total;2025M03;90000
Herning;Total;Age, total;2025M04;90055
Herning;Total;Age, total;2025M05;90013
Herning;Total;Age, total;2025M06;90004
Herning;Total;Age, total;2025M07;90116
Herning;Total;Age, total;2025M08;90226
Herning;Total;Age, total;2025M09;90171
Herning;Total;Age, total;2025M10;90306
Herning;Total;Age, total;2025M11;90349
Herning;Total;Age, total;2025M12;90469
Herning;Total;Age, total;2026M01;90546
Herning;Total;Age, total;2026M02;90595
Holstebro;Total;Age, total;2021M10;58513
Holstebro;Total;Age, total;2021M11;58524
Holstebro;Total;Age, total;2021M12;58558
Holstebro;Total;Age, total;2022M01;58553
Holstebro;Total;Age, total;2022M02;58526
Holstebro;Total;Age, total;2022M03;58582
Holstebro;Total;Age, total;2022M04;58617
Holstebro;Total;Age, total;2022M05;58714
Holstebro;Total;Age, total;2022M06;58865
Holstebro;Total;Age, total;2022M07;58955
Holstebro;Total;Age, total;2022M08;58969
Holstebro;Total;Age, total;2022M09;58933
Holstebro;Total;Age, total;2022M10;58979
Holstebro;Total;Age, total;2022M11;58960
Holstebro;Total;Age, total;2022M12;58954
Holstebro;Total;Age, total;2023M01;58978
Holstebro;Total;Age, total;2023M02;58943
Holstebro;Total;Age, total;2023M03;59002
Holstebro;Total;Age, total;2023M04;59003
Holstebro;Total;Age, total;2023M05;59012
Holstebro;Total;Age, total;2023M06;58983
Holstebro;Total;Age, total;2023M07;59055
Holstebro;Total;Age, total;2023M08;59060
Holstebro;Total;Age, total;2023M09;58999
Holstebro;Total;Age, total;2023M10;58984
Holstebro;Total;Age, total;2023M11;58985
Holstebro;Total;Age, total;2023M12;58987
Holstebro;Total;Age, total;2024M01;59016
Holstebro;Total;Age, total;2024M02;59029
Holstebro;Total;Age, total;2024M03;59026
Holstebro;Total;Age, total;2024M04;59029
Holstebro;Total;Age, total;2024M05;59081
Holstebro;Total;Age, total;2024M06;59055
Holstebro;Total;Age, total;2024M07;59064
Holstebro;Total;Age, total;2024M08;59078
Holstebro;Total;Age, total;2024M09;59054
Holstebro;Total;Age, total;2024M10;59104
Holstebro;Total;Age, total;2024M11;59126
Holstebro;Total;Age, total;2024M12;59166
Holstebro;Total;Age, total;2025M01;59201
Holstebro;Total;Age, total;2025M02;59204
Holstebro;Total;Age, total;2025M03;59186
Holstebro;Total;Age, total;2025M04;59205
Holstebro;Total;Age, total;2025M05;59227
Holstebro;Total;Age, total;2025M06;59216
Holstebro;Total;Age, total;2025M07;59287
Holstebro;Total;Age, total;2025M08;59316
Holstebro;Total;Age, total;2025M09;59209
Holstebro;Total;Age, total;2025M10;59206
Holstebro;Total;Age, total;2025M11;59276
Holstebro;Total;Age, total;2025M12;59342
Holstebro;Total;Age, total;2026M01;59324
Holstebro;Total;Age, total;2026M02;59386
Ikast-Brande;Total;Age, total;2021M10;41878
Ikast-Brande;Total;Age, total;2021M11;41870
Ikast-Brande;Total;Age, total;2021M12;41926
Ikast-Brande;Total;Age, total;2022M01;41885
Ikast-Brande;Total;Age, total;2022M02;41918
Ikast-Brande;Total;Age, total;2022M03;41949
Ikast-Brande;Total;Age, total;2022M04;42052
Ikast-Brande;Total;Age, total;2022M05;42222
Ikast-Brande;Total;Age, total;2022M06;42386
Ikast-Brande;Total;Age, total;2022M07;42516
Ikast-Brande;Total;Age, total;2022M08;42573
Ikast-Brande;Total;Age, total;2022M09;42554
Ikast-Brande;Total;Age, total;2022M10;42540
Ikast-Brande;Total;Age, total;2022M11;42496
Ikast-Brande;Total;Age, total;2022M12;42545
Ikast-Brande;Total;Age, total;2023M01;42540
Ikast-Brande;Total;Age, total;2023M02;42579
Ikast-Brande;Total;Age, total;2023M03;42554
Ikast-Brande;Total;Age, total;2023M04;42610
Ikast-Brande;Total;Age, total;2023M05;42607
Ikast-Brande;Total;Age, total;2023M06;42658
Ikast-Brande;Total;Age, total;2023M07;42673
Ikast-Brande;Total;Age, total;2023M08;42690
Ikast-Brande;Total;Age, total;2023M09;42750
Ikast-Brande;Total;Age, total;2023M10;42772
Ikast-Brande;Total;Age, total;2023M11;42723
Ikast-Brande;Total;Age, total;2023M12;42756
Ikast-Brande;Total;Age, total;2024M01;42737
Ikast-Brande;Total;Age, total;2024M02;42771
Ikast-Brande;Total;Age, total;2024M03;42747
Ikast-Brande;Total;Age, total;2024M04;42785
Ikast-Brande;Total;Age, total;2024M05;42816
Ikast-Brande;Total;Age, total;2024M06;42898
Ikast-Brande;Total;Age, total;2024M07;42954
Ikast-Brande;Total;Age, total;2024M08;42973
Ikast-Brande;Total;Age, total;2024M09;43011
Ikast-Brande;Total;Age, total;2024M10;42982
Ikast-Brande;Total;Age, total;2024M11;43023
Ikast-Brande;Total;Age, total;2024M12;42996
Ikast-Brande;Total;Age, total;2025M01;43009
Ikast-Brande;Total;Age, total;2025M02;43040
Ikast-Brande;Total;Age, total;2025M03;43098
Ikast-Brande;Total;Age, total;2025M04;43169
Ikast-Brande;Total;Age, total;2025M05;43187
Ikast-Brande;Total;Age, total;2025M06;43219
Ikast-Brande;Total;Age, total;2025M07;43237
Ikast-Brande;Total;Age, total;2025M08;43238
Ikast-Brande;Total;Age, total;2025M09;43307
Ikast-Brande;Total;Age, total;2025M10;43312
Ikast-Brande;Total;Age, total;2025M11;43275
Ikast-Brande;Total;Age, total;2025M12;43309
Ikast-Brande;Total;Age, total;2026M01;43305
Ikast-Brande;Total;Age, total;2026M02;43267
Lemvig;Total;Age, total;2021M10;19369
Lemvig;Total;Age, total;2021M11;19375
Lemvig;Total;Age, total;2021M12;19403
Lemvig;Total;Age, total;2022M01;19398
Lemvig;Total;Age, total;2022M02;19398
Lemvig;Total;Age, total;2022M03;19374
Lemvig;Total;Age, total;2022M04;19344
Lemvig;Total;Age, total;2022M05;19379
Lemvig;Total;Age, total;2022M06;19506
Lemvig;Total;Age, total;2022M07;19507
Lemvig;Total;Age, total;2022M08;19468
Lemvig;Total;Age, total;2022M09;19389
Lemvig;Total;Age, total;2022M10;19383
Lemvig;Total;Age, total;2022M11;19382
Lemvig;Total;Age, total;2022M12;19360
Lemvig;Total;Age, total;2023M01;19371
Lemvig;Total;Age, total;2023M02;19374
Lemvig;Total;Age, total;2023M03;19356
Lemvig;Total;Age, total;2023M04;19351
Lemvig;Total;Age, total;2023M05;19352
Lemvig;Total;Age, total;2023M06;19344
Lemvig;Total;Age, total;2023M07;19298
Lemvig;Total;Age, total;2023M08;19269
Lemvig;Total;Age, total;2023M09;19187
Lemvig;Total;Age, total;2023M10;19182
Lemvig;Total;Age, total;2023M11;19157
Lemvig;Total;Age, total;2023M12;19123
Lemvig;Total;Age, total;2024M01;19110
Lemvig;Total;Age, total;2024M02;19102
Lemvig;Total;Age, total;2024M03;19060
Lemvig;Total;Age, total;2024M04;19061
Lemvig;Total;Age, total;2024M05;19026
Lemvig;Total;Age, total;2024M06;19015
Lemvig;Total;Age, total;2024M07;18986
Lemvig;Total;Age, total;2024M08;18951
Lemvig;Total;Age, total;2024M09;18895
Lemvig;Total;Age, total;2024M10;18859
Lemvig;Total;Age, total;2024M11;18853
Lemvig;Total;Age, total;2024M12;18839
Lemvig;Total;Age, total;2025M01;18800
Lemvig;Total;Age, total;2025M02;18777
Lemvig;Total;Age, total;2025M03;18742
Lemvig;Total;Age, total;2025M04;18703
Lemvig;Total;Age, total;2025M05;18708
Lemvig;Total;Age, total;2025M06;18702
Lemvig;Total;Age, total;2025M07;18686
Lemvig;Total;Age, total;2025M08;18689
Lemvig;Total;Age, total;2025M09;18614
Lemvig;Total;Age, total;2025M10;18590
Lemvig;Total;Age, total;2025M11;18580
Lemvig;Total;Age, total;2025M12;18603
Lemvig;Total;Age, total;2026M01;18596
Lemvig;Total;Age, total;2026M02;18557
Ringkøbing-Skjern;Total;Age, total;2021M10;56195
Ringkøbing-Skjern;Total;Age, total;2021M11;56192
Ringkøbing-Skjern;Total;Age, total;2021M12;56262
Ringkøbing-Skjern;Total;Age, total;2022M01;56203
Ringkøbing-Skjern;Total;Age, total;2022M02;56200
Ringkøbing-Skjern;Total;Age, total;2022M03;56231
Ringkøbing-Skjern;Total;Age, total;2022M04;56176
Ringkøbing-Skjern;Total;Age, total;2022M05;56268
Ringkøbing-Skjern;Total;Age, total;2022M06;56449
Ringkøbing-Skjern;Total;Age, total;2022M07;56534
Ringkøbing-Skjern;Total;Age, total;2022M08;56425
Ringkøbing-Skjern;Total;Age, total;2022M09;56420
Ringkøbing-Skjern;Total;Age, total;2022M10;56327
Ringkøbing-Skjern;Total;Age, total;2022M11;56369
Ringkøbing-Skjern;Total;Age, total;2022M12;56366
Ringkøbing-Skjern;Total;Age, total;2023M01;56348
Ringkøbing-Skjern;Total;Age, total;2023M02;56289
Ringkøbing-Skjern;Total;Age, total;2023M03;56333
Ringkøbing-Skjern;Total;Age, total;2023M04;56341
Ringkøbing-Skjern;Total;Age, total;2023M05;56356
Ringkøbing-Skjern;Total;Age, total;2023M06;56356
Ringkøbing-Skjern;Total;Age, total;2023M07;56328
Ringkøbing-Skjern;Total;Age, total;2023M08;56314
Ringkøbing-Skjern;Total;Age, total;2023M09;56278
Ringkøbing-Skjern;Total;Age, total;2023M10;56170
Ringkøbing-Skjern;Total;Age, total;2023M11;56214
Ringkøbing-Skjern;Total;Age, total;2023M12;56253
Ringkøbing-Skjern;Total;Age, total;2024M01;56218
Ringkøbing-Skjern;Total;Age, total;2024M02;56141
Ringkøbing-Skjern;Total;Age, total;2024M03;56172
Ringkøbing-Skjern;Total;Age, total;2024M04;56080
Ringkøbing-Skjern;Total;Age, total;2024M05;56076
Ringkøbing-Skjern;Total;Age, total;2024M06;56048
Ringkøbing-Skjern;Total;Age, total;2024M07;56019
Ringkøbing-Skjern;Total;Age, total;2024M08;55970
Ringkøbing-Skjern;Total;Age, total;2024M09;55825
Ringkøbing-Skjern;Total;Age, total;2024M10;55704
Ringkøbing-Skjern;Total;Age, total;2024M11;55661
Ringkøbing-Skjern;Total;Age, total;2024M12;55672
Ringkøbing-Skjern;Total;Age, total;2025M01;55582
Ringkøbing-Skjern;Total;Age, total;2025M02;55549
Ringkøbing-Skjern;Total;Age, total;2025M03;55560
Ringkøbing-Skjern;Total;Age, total;2025M04;55583
Ringkøbing-Skjern;Total;Age, total;2025M05;55586
Ringkøbing-Skjern;Total;Age, total;2025M06;55639
Ringkøbing-Skjern;Total;Age, total;2025M07;55557
Ringkøbing-Skjern;Total;Age, total;2025M08;55526
Ringkøbing-Skjern;Total;Age, total;2025M09;55489
Ringkøbing-Skjern;Total;Age, total;2025M10;55448
Ringkøbing-Skjern;Total;Age, total;2025M11;55506
Ringkøbing-Skjern;Total;Age, total;2025M12;55484
Ringkøbing-Skjern;Total;Age, total;2026M01;55405
Ringkøbing-Skjern;Total;Age, total;2026M02;55326
Skive;Total;Age, total;2021M10;45097
Skive;Total;Age, total;2021M11;45096
Skive;Total;Age, total;2021M12;45056
Skive;Total;Age, total;2022M01;45078
Skive;Total;Age, total;2022M02;45096
Skive;Total;Age, total;2022M03;45035
Skive;Total;Age, total;2022M04;45078
Skive;Total;Age, total;2022M05;45177
Skive;Total;Age, total;2022M06;45323
Skive;Total;Age, total;2022M07;45352
Skive;Total;Age, total;2022M08;45320
Skive;Total;Age, total;2022M09;45277
Skive;Total;Age, total;2022M10;45259
Skive;Total;Age, total;2022M11;45168
Skive;Total;Age, total;2022M12;45151
Skive;Total;Age, total;2023M01;45069
Skive;Total;Age, total;2023M02;45051
Skive;Total;Age, total;2023M03;44996
Skive;Total;Age, total;2023M04;44972
Skive;Total;Age, total;2023M05;44947
Skive;Total;Age, total;2023M06;44922
Skive;Total;Age, total;2023M07;44927
Skive;Total;Age, total;2023M08;44946
Skive;Total;Age, total;2023M09;44869
Skive;Total;Age, total;2023M10;44839
Skive;Total;Age, total;2023M11;44820
Skive;Total;Age, total;2023M12;44803
Skive;Total;Age, total;2024M01;44739
Skive;Total;Age, total;2024M02;44710
Skive;Total;Age, total;2024M03;44737
Skive;Total;Age, total;2024M04;44673
Skive;Total;Age, total;2024M05;44605
Skive;Total;Age, total;2024M06;44615
Skive;Total;Age, total;2024M07;44589
Skive;Total;Age, total;2024M08;44533
Skive;Total;Age, total;2024M09;44379
Skive;Total;Age, total;2024M10;44328
Skive;Total;Age, total;2024M11;44293
Skive;Total;Age, total;2024M12;44335
Skive;Total;Age, total;2025M01;44328
Skive;Total;Age, total;2025M02;44342
Skive;Total;Age, total;2025M03;44329
Skive;Total;Age, total;2025M04;44348
Skive;Total;Age, total;2025M05;44298
Skive;Total;Age, total;2025M06;44258
Skive;Total;Age, total;2025M07;44236
Skive;Total;Age, total;2025M08;44235
Skive;Total;Age, total;2025M09;44122
Skive;Total;Age, total;2025M10;44061
Skive;Total;Age, total;2025M11;44040
Skive;Total;Age, total;2025M12;44072
Skive;Total;Age, total;2026M01;44104
Skive;Total;Age, total;2026M02;44090
Struer;Total;Age, total;2021M10;20795
Struer;Total;Age, total;2021M11;20783
Struer;Total;Age, total;2021M12;20801
Struer;Total;Age, total;2022M01;20802
Struer;Total;Age, total;2022M02;20792
Struer;Total;Age, total;2022M03;20767
Struer;Total;Age, total;2022M04;20817
Struer;Total;Age, total;2022M05;20898
Struer;Total;Age, total;2022M06;20944
Struer;Total;Age, total;2022M07;20943
Struer;Total;Age, total;2022M08;20878
Struer;Total;Age, total;2022M09;20859
Struer;Total;Age, total;2022M10;20855
Struer;Total;Age, total;2022M11;20830
Struer;Total;Age, total;2022M12;20809
Struer;Total;Age, total;2023M01;20794
Struer;Total;Age, total;2023M02;20766
Struer;Total;Age, total;2023M03;20762
Struer;Total;Age, total;2023M04;20722
Struer;Total;Age, total;2023M05;20710
Struer;Total;Age, total;2023M06;20696
Struer;Total;Age, total;2023M07;20668
Struer;Total;Age, total;2023M08;20610
Struer;Total;Age, total;2023M09;20580
Struer;Total;Age, total;2023M10;20577
Struer;Total;Age, total;2023M11;20584
Struer;Total;Age, total;2023M12;20596
Struer;Total;Age, total;2024M01;20594
Struer;Total;Age, total;2024M02;20577
Struer;Total;Age, total;2024M03;20521
Struer;Total;Age, total;2024M04;20495
Struer;Total;Age, total;2024M05;20491
Struer;Total;Age, total;2024M06;20467
Struer;Total;Age, total;2024M07;20409
Struer;Total;Age, total;2024M08;20394
Struer;Total;Age, total;2024M09;20369
Struer;Total;Age, total;2024M10;20316
Struer;Total;Age, total;2024M11;20271
Struer;Total;Age, total;2024M12;20249
Struer;Total;Age, total;2025M01;20229
Struer;Total;Age, total;2025M02;20221
Struer;Total;Age, total;2025M03;20184
Struer;Total;Age, total;2025M04;20182
Struer;Total;Age, total;2025M05;20170
Struer;Total;Age, total;2025M06;20197
Struer;Total;Age, total;2025M07;20171
Struer;Total;Age, total;2025M08;20137
Struer;Total;Age, total;2025M09;20169
Struer;Total;Age, total;2025M10;20172
Struer;Total;Age, total;2025M11;20154
Struer;Total;Age, total;2025M12;20140
Struer;Total;Age, total;2026M01;20122
Struer;Total;Age, total;2026M02;20109
Viborg;Total;Age, total;2021M10;96826
Viborg;Total;Age, total;2021M11;96855
Viborg;Total;Age, total;2021M12;96841
Viborg;Total;Age, total;2022M01;96847
Viborg;Total;Age, total;2022M02;96807
Viborg;Total;Age, total;2022M03;96854
Viborg;Total;Age, total;2022M04;96868
Viborg;Total;Age, total;2022M05;97130
Viborg;Total;Age, total;2022M06;97458
Viborg;Total;Age, total;2022M07;97455
Viborg;Total;Age, total;2022M08;97481
Viborg;Total;Age, total;2022M09;97550
Viborg;Total;Age, total;2022M10;97575
Viborg;Total;Age, total;2022M11;97659
Viborg;Total;Age, total;2022M12;97707
Viborg;Total;Age, total;2023M01;97731
Viborg;Total;Age, total;2023M02;97715
Viborg;Total;Age, total;2023M03;97670
Viborg;Total;Age, total;2023M04;97649
Viborg;Total;Age, total;2023M05;97561
Viborg;Total;Age, total;2023M06;97579
Viborg;Total;Age, total;2023M07;97564
Viborg;Total;Age, total;2023M08;97479
Viborg;Total;Age, total;2023M09;97554
Viborg;Total;Age, total;2023M10;97490
Viborg;Total;Age, total;2023M11;97533
Viborg;Total;Age, total;2023M12;97516
Viborg;Total;Age, total;2024M01;97472
Viborg;Total;Age, total;2024M02;97483
Viborg;Total;Age, total;2024M03;97526
Viborg;Total;Age, total;2024M04;97593
Viborg;Total;Age, total;2024M05;97618
Viborg;Total;Age, total;2024M06;97646
Viborg;Total;Age, total;2024M07;97659
Viborg;Total;Age, total;2024M08;97663
Viborg;Total;Age, total;2024M09;97678
Viborg;Total;Age, total;2024M10;97668
Viborg;Total;Age, total;2024M11;97687
Viborg;Total;Age, total;2024M12;97707
Viborg;Total;Age, total;2025M01;97621
Viborg;Total;Age, total;2025M02;97720
Viborg;Total;Age, total;2025M03;97766
Viborg;Total;Age, total;2025M04;97785
Viborg;Total;Age, total;2025M05;97754
Viborg;Total;Age, total;2025M06;97814
Viborg;Total;Age, total;2025M07;97867
Viborg;Total;Age, total;2025M08;97636
Viborg;Total;Age, total;2025M09;97639
Viborg;Total;Age, total;2025M10;97717
Viborg;Total;Age, total;2025M11;97779
Viborg;Total;Age, total;2025M12;97894
Viborg;Total;Age, total;2026M01;97874
Viborg;Total;Age, total;2026M02;97941
Region Nordjylland;Total;Age, total;2021M10;591724
Region Nordjylland;Total;Age, total;2021M11;591864
Region Nordjylland;Total;Age, total;2021M12;591972
Region Nordjylland;Total;Age, total;2022M01;591740
Region Nordjylland;Total;Age, total;2022M02;591666
Region Nordjylland;Total;Age, total;2022M03;591650
Region Nordjylland;Total;Age, total;2022M04;591758
Region Nordjylland;Total;Age, total;2022M05;592656
Region Nordjylland;Total;Age, total;2022M06;593922
Region Nordjylland;Total;Age, total;2022M07;594323
Region Nordjylland;Total;Age, total;2022M08;594299
Region Nordjylland;Total;Age, total;2022M09;594812
Region Nordjylland;Total;Age, total;2022M10;594925
Region Nordjylland;Total;Age, total;2022M11;594787
Region Nordjylland;Total;Age, total;2022M12;594740
Region Nordjylland;Total;Age, total;2023M01;594634
Region Nordjylland;Total;Age, total;2023M02;594494
Region Nordjylland;Total;Age, total;2023M03;594410
Region Nordjylland;Total;Age, total;2023M04;594426
Region Nordjylland;Total;Age, total;2023M05;594292
Region Nordjylland;Total;Age, total;2023M06;594161
Region Nordjylland;Total;Age, total;2023M07;594016
Region Nordjylland;Total;Age, total;2023M08;593606
Region Nordjylland;Total;Age, total;2023M09;593999
Region Nordjylland;Total;Age, total;2023M10;593898
Region Nordjylland;Total;Age, total;2023M11;593845
Region Nordjylland;Total;Age, total;2023M12;593575
Region Nordjylland;Total;Age, total;2024M01;593135
Region Nordjylland;Total;Age, total;2024M02;592960
Region Nordjylland;Total;Age, total;2024M03;592900
Region Nordjylland;Total;Age, total;2024M04;592831
Region Nordjylland;Total;Age, total;2024M05;592754
Region Nordjylland;Total;Age, total;2024M06;592815
Region Nordjylland;Total;Age, total;2024M07;592637
Region Nordjylland;Total;Age, total;2024M08;592353
Region Nordjylland;Total;Age, total;2024M09;592987
Region Nordjylland;Total;Age, total;2024M10;593260
Region Nordjylland;Total;Age, total;2024M11;593215
Region Nordjylland;Total;Age, total;2024M12;593042
Region Nordjylland;Total;Age, total;2025M01;592768
Region Nordjylland;Total;Age, total;2025M02;592621
Region Nordjylland;Total;Age, total;2025M03;592513
Region Nordjylland;Total;Age, total;2025M04;592394
Region Nordjylland;Total;Age, total;2025M05;592342
Region Nordjylland;Total;Age, total;2025M06;592483
Region Nordjylland;Total;Age, total;2025M07;592373
Region Nordjylland;Total;Age, total;2025M08;592342
Region Nordjylland;Total;Age, total;2025M09;593045
Region Nordjylland;Total;Age, total;2025M10;593152
Region Nordjylland;Total;Age, total;2025M11;593285
Region Nordjylland;Total;Age, total;2025M12;593235
Region Nordjylland;Total;Age, total;2026M01;593114
Region Nordjylland;Total;Age, total;2026M02;593143
Brønderslev;Total;Age, total;2021M10;36187
Brønderslev;Total;Age, total;2021M11;36148
Brønderslev;Total;Age, total;2021M12;36156
Brønderslev;Total;Age, total;2022M01;36194
Brønderslev;Total;Age, total;2022M02;36222
Brønderslev;Total;Age, total;2022M03;36293
Brønderslev;Total;Age, total;2022M04;36331
Brønderslev;Total;Age, total;2022M05;36444
Brønderslev;Total;Age, total;2022M06;36485
Brønderslev;Total;Age, total;2022M07;36529
Brønderslev;Total;Age, total;2022M08;36519
Brønderslev;Total;Age, total;2022M09;36514
Brønderslev;Total;Age, total;2022M10;36517
Brønderslev;Total;Age, total;2022M11;36521
Brønderslev;Total;Age, total;2022M12;36557
Brønderslev;Total;Age, total;2023M01;36540
Brønderslev;Total;Age, total;2023M02;36628
Brønderslev;Total;Age, total;2023M03;36593
Brønderslev;Total;Age, total;2023M04;36577
Brønderslev;Total;Age, total;2023M05;36560
Brønderslev;Total;Age, total;2023M06;36533
Brønderslev;Total;Age, total;2023M07;36598
Brønderslev;Total;Age, total;2023M08;36596
Brønderslev;Total;Age, total;2023M09;36596
Brønderslev;Total;Age, total;2023M10;36587
Brønderslev;Total;Age, total;2023M11;36570
Brønderslev;Total;Age, total;2023M12;36603
Brønderslev;Total;Age, total;2024M01;36614
