OMRÅDE;KØN;ALDER;TID;INDHOLD
Fanø;Total;Age, total;2025M06;3298
Fanø;Total;Age, total;2025M07;3296
Fanø;Total;Age, total;2025M08;3304
Fanø;Total;Age, total;2025M09;3302
Fanø;Total;Age, total;2025M10;3307
Fanø;Total;Age, total;2025M11;3310
Fanø;Total;Age, total;2025M12;3336
Fanø;Total;Age, total;2026M01;3332
Fanø;Total;Age, total;2026M02;3327
Fredericia;Total;Age, total;2021M10;51536
Fredericia;Total;Age, total;2021M11;51582
Fredericia;Total;Age, total;2021M12;51571
Fredericia;Total;Age, total;2022M01;51606
Fredericia;Total;Age, total;2022M02;51614
Fredericia;Total;Age, total;2022M03;51701
Fredericia;Total;Age, total;2022M04;51717
Fredericia;Total;Age, total;2022M05;51803
Fredericia;Total;Age, total;2022M06;51933
Fredericia;Total;Age, total;2022M07;51964
Fredericia;Total;Age, total;2022M08;52008
Fredericia;Total;Age, total;2022M09;52029
Fredericia;Total;Age, total;2022M10;52070
Fredericia;Total;Age, total;2022M11;52113
Fredericia;Total;Age, total;2022M12;52149
Fredericia;Total;Age, total;2023M01;52173
Fredericia;Total;Age, total;2023M02;52200
Fredericia;Total;Age, total;2023M03;52241
Fredericia;Total;Age, total;2023M04;52315
Fredericia;Total;Age, total;2023M05;52364
Fredericia;Total;Age, total;2023M06;52389
Fredericia;Total;Age, total;2023M07;52433
Fredericia;Total;Age, total;2023M08;52470
Fredericia;Total;Age, total;2023M09;52428
Fredericia;Total;Age, total;2023M10;52433
Fredericia;Total;Age, total;2023M11;52450
Fredericia;Total;Age, total;2023M12;52499
Fredericia;Total;Age, total;2024M01;52485
Fredericia;Total;Age, total;2024M02;52518
Fredericia;Total;Age, total;2024M03;52489
Fredericia;Total;Age, total;2024M04;52473
Fredericia;Total;Age, total;2024M05;52457
Fredericia;Total;Age, total;2024M06;52473
Fredericia;Total;Age, total;2024M07;52475
Fredericia;Total;Age, total;2024M08;52549
Fredericia;Total;Age, total;2024M09;52534
Fredericia;Total;Age, total;2024M10;52520
Fredericia;Total;Age, total;2024M11;52518
Fredericia;Total;Age, total;2024M12;52573
Fredericia;Total;Age, total;2025M01;52616
Fredericia;Total;Age, total;2025M02;52669
Fredericia;Total;Age, total;2025M03;52714
Fredericia;Total;Age, total;2025M04;52782
Fredericia;Total;Age, total;2025M05;52769
Fredericia;Total;Age, total;2025M06;52765
Fredericia;Total;Age, total;2025M07;52855
Fredericia;Total;Age, total;2025M08;52878
Fredericia;Total;Age, total;2025M09;52841
Fredericia;Total;Age, total;2025M10;52847
Fredericia;Total;Age, total;2025M11;52848
Fredericia;Total;Age, total;2025M12;52916
Fredericia;Total;Age, total;2026M01;52939
Fredericia;Total;Age, total;2026M02;52901
Haderslev;Total;Age, total;2021M10;55351
Haderslev;Total;Age, total;2021M11;55326
Haderslev;Total;Age, total;2021M12;55420
Haderslev;Total;Age, total;2022M01;55340
Haderslev;Total;Age, total;2022M02;55307
Haderslev;Total;Age, total;2022M03;55257
Haderslev;Total;Age, total;2022M04;55273
Haderslev;Total;Age, total;2022M05;55392
Haderslev;Total;Age, total;2022M06;55459
Haderslev;Total;Age, total;2022M07;55565
Haderslev;Total;Age, total;2022M08;55585
Haderslev;Total;Age, total;2022M09;55495
Haderslev;Total;Age, total;2022M10;55439
Haderslev;Total;Age, total;2022M11;55419
Haderslev;Total;Age, total;2022M12;55380
Haderslev;Total;Age, total;2023M01;55353
Haderslev;Total;Age, total;2023M02;55320
Haderslev;Total;Age, total;2023M03;55381
Haderslev;Total;Age, total;2023M04;55440
Haderslev;Total;Age, total;2023M05;55496
Haderslev;Total;Age, total;2023M06;55465
Haderslev;Total;Age, total;2023M07;55522
Haderslev;Total;Age, total;2023M08;55558
Haderslev;Total;Age, total;2023M09;55499
Haderslev;Total;Age, total;2023M10;55448
Haderslev;Total;Age, total;2023M11;55476
Haderslev;Total;Age, total;2023M12;55476
Haderslev;Total;Age, total;2024M01;55438
Haderslev;Total;Age, total;2024M02;55362
Haderslev;Total;Age, total;2024M03;55319
Haderslev;Total;Age, total;2024M04;55311
Haderslev;Total;Age, total;2024M05;55295
Haderslev;Total;Age, total;2024M06;55326
Haderslev;Total;Age, total;2024M07;55353
Haderslev;Total;Age, total;2024M08;55337
Haderslev;Total;Age, total;2024M09;55303
Haderslev;Total;Age, total;2024M10;55342
Haderslev;Total;Age, total;2024M11;55346
Haderslev;Total;Age, total;2024M12;55365
Haderslev;Total;Age, total;2025M01;55354
Haderslev;Total;Age, total;2025M02;55308
Haderslev;Total;Age, total;2025M03;55348
Haderslev;Total;Age, total;2025M04;55303
Haderslev;Total;Age, total;2025M05;55226
Haderslev;Total;Age, total;2025M06;55178
Haderslev;Total;Age, total;2025M07;55210
Haderslev;Total;Age, total;2025M08;55244
Haderslev;Total;Age, total;2025M09;55206
Haderslev;Total;Age, total;2025M10;55219
Haderslev;Total;Age, total;2025M11;55253
Haderslev;Total;Age, total;2025M12;55277
Haderslev;Total;Age, total;2026M01;55218
Haderslev;Total;Age, total;2026M02;55207
Kolding;Total;Age, total;2021M10;93318
Kolding;Total;Age, total;2021M11;93445
Kolding;Total;Age, total;2021M12;93506
Kolding;Total;Age, total;2022M01;93544
Kolding;Total;Age, total;2022M02;93578
Kolding;Total;Age, total;2022M03;93741
Kolding;Total;Age, total;2022M04;93810
Kolding;Total;Age, total;2022M05;94020
Kolding;Total;Age, total;2022M06;94198
Kolding;Total;Age, total;2022M07;94315
Kolding;Total;Age, total;2022M08;94328
Kolding;Total;Age, total;2022M09;94432
Kolding;Total;Age, total;2022M10;94510
Kolding;Total;Age, total;2022M11;94519
Kolding;Total;Age, total;2022M12;94539
Kolding;Total;Age, total;2023M01;94528
Kolding;Total;Age, total;2023M02;94588
Kolding;Total;Age, total;2023M03;94596
Kolding;Total;Age, total;2023M04;94652
Kolding;Total;Age, total;2023M05;94614
Kolding;Total;Age, total;2023M06;94663
Kolding;Total;Age, total;2023M07;94702
Kolding;Total;Age, total;2023M08;94654
Kolding;Total;Age, total;2023M09;94691
Kolding;Total;Age, total;2023M10;94807
Kolding;Total;Age, total;2023M11;94837
Kolding;Total;Age, total;2023M12;94907
Kolding;Total;Age, total;2024M01;94932
Kolding;Total;Age, total;2024M02;94998
Kolding;Total;Age, total;2024M03;95073
Kolding;Total;Age, total;2024M04;95063
Kolding;Total;Age, total;2024M05;95107
Kolding;Total;Age, total;2024M06;95157
Kolding;Total;Age, total;2024M07;95249
Kolding;Total;Age, total;2024M08;95278
Kolding;Total;Age, total;2024M09;95343
Kolding;Total;Age, total;2024M10;95634
Kolding;Total;Age, total;2024M11;95798
Kolding;Total;Age, total;2024M12;95873
Kolding;Total;Age, total;2025M01;95897
Kolding;Total;Age, total;2025M02;95966
Kolding;Total;Age, total;2025M03;95976
Kolding;Total;Age, total;2025M04;95998
Kolding;Total;Age, total;2025M05;95992
Kolding;Total;Age, total;2025M06;96063
Kolding;Total;Age, total;2025M07;96005
Kolding;Total;Age, total;2025M08;96044
Kolding;Total;Age, total;2025M09;95971
Kolding;Total;Age, total;2025M10;96081
Kolding;Total;Age, total;2025M11;96198
Kolding;Total;Age, total;2025M12;96206
Kolding;Total;Age, total;2026M01;96214
Kolding;Total;Age, total;2026M02;96299
Sønderborg;Total;Age, total;2021M10;73685
Sønderborg;Total;Age, total;2021M11;73658
Sønderborg;Total;Age, total;2021M12;73679
Sønderborg;Total;Age, total;2022M01;73711
Sønderborg;Total;Age, total;2022M02;73743
Sønderborg;Total;Age, total;2022M03;73771
Sønderborg;Total;Age, total;2022M04;73806
Sønderborg;Total;Age, total;2022M05;73898
Sønderborg;Total;Age, total;2022M06;74116
Sønderborg;Total;Age, total;2022M07;74190
Sønderborg;Total;Age, total;2022M08;74218
Sønderborg;Total;Age, total;2022M09;74212
Sønderborg;Total;Age, total;2022M10;74308
Sønderborg;Total;Age, total;2022M11;74391
Sønderborg;Total;Age, total;2022M12;74392
Sønderborg;Total;Age, total;2023M01;74380
Sønderborg;Total;Age, total;2023M02;74381
Sønderborg;Total;Age, total;2023M03;74389
Sønderborg;Total;Age, total;2023M04;74382
Sønderborg;Total;Age, total;2023M05;74354
Sønderborg;Total;Age, total;2023M06;74313
Sønderborg;Total;Age, total;2023M07;74272
Sønderborg;Total;Age, total;2023M08;74209
Sønderborg;Total;Age, total;2023M09;74108
Sønderborg;Total;Age, total;2023M10;74408
Sønderborg;Total;Age, total;2023M11;74341
Sønderborg;Total;Age, total;2023M12;74308
Sønderborg;Total;Age, total;2024M01;74233
Sønderborg;Total;Age, total;2024M02;74123
Sønderborg;Total;Age, total;2024M03;74075
Sønderborg;Total;Age, total;2024M04;74076
Sønderborg;Total;Age, total;2024M05;74083
Sønderborg;Total;Age, total;2024M06;74059
Sønderborg;Total;Age, total;2024M07;74017
Sønderborg;Total;Age, total;2024M08;73943
Sønderborg;Total;Age, total;2024M09;73794
Sønderborg;Total;Age, total;2024M10;74154
Sønderborg;Total;Age, total;2024M11;74173
Sønderborg;Total;Age, total;2024M12;74139
Sønderborg;Total;Age, total;2025M01;74096
Sønderborg;Total;Age, total;2025M02;74065
Sønderborg;Total;Age, total;2025M03;74055
Sønderborg;Total;Age, total;2025M04;73981
Sønderborg;Total;Age, total;2025M05;73958
Sønderborg;Total;Age, total;2025M06;73973
Sønderborg;Total;Age, total;2025M07;73951
Sønderborg;Total;Age, total;2025M08;73892
Sønderborg;Total;Age, total;2025M09;73836
Sønderborg;Total;Age, total;2025M10;74202
Sønderborg;Total;Age, total;2025M11;74184
Sønderborg;Total;Age, total;2025M12;74158
Sønderborg;Total;Age, total;2026M01;74123
Sønderborg;Total;Age, total;2026M02;74049
Tønder;Total;Age, total;2021M10;36886
Tønder;Total;Age, total;2021M11;36870
Tønder;Total;Age, total;2021M12;36897
Tønder;Total;Age, total;2022M01;36849
Tønder;Total;Age, total;2022M02;36798
Tønder;Total;Age, total;2022M03;36795
Tønder;Total;Age, total;2022M04;36883
Tønder;Total;Age, total;2022M05;36932
Tønder;Total;Age, total;2022M06;37013
Tønder;Total;Age, total;2022M07;37053
Tønder;Total;Age, total;2022M08;36989
Tønder;Total;Age, total;2022M09;36949
Tønder;Total;Age, total;2022M10;36923
Tønder;Total;Age, total;2022M11;36927
Tønder;Total;Age, total;2022M12;36950
Tønder;Total;Age, total;2023M01;36878
Tønder;Total;Age, total;2023M02;36840
Tønder;Total;Age, total;2023M03;36850
Tønder;Total;Age, total;2023M04;36820
Tønder;Total;Age, total;2023M05;36808
Tønder;Total;Age, total;2023M06;36800
Tønder;Total;Age, total;2023M07;36767
Tønder;Total;Age, total;2023M08;36722
Tønder;Total;Age, total;2023M09;36745
Tønder;Total;Age, total;2023M10;36694
Tønder;Total;Age, total;2023M11;36642
Tønder;Total;Age, total;2023M12;36659
Tønder;Total;Age, total;2024M01;36651
Tønder;Total;Age, total;2024M02;36616
Tønder;Total;Age, total;2024M03;36646
Tønder;Total;Age, total;2024M04;36646
Tønder;Total;Age, total;2024M05;36618
Tønder;Total;Age, total;2024M06;36567
Tønder;Total;Age, total;2024M07;36536
Tønder;Total;Age, total;2024M08;36518
Tønder;Total;Age, total;2024M09;36483
Tønder;Total;Age, total;2024M10;36449
Tønder;Total;Age, total;2024M11;36432
Tønder;Total;Age, total;2024M12;36407
Tønder;Total;Age, total;2025M01;36399
Tønder;Total;Age, total;2025M02;36375
Tønder;Total;Age, total;2025M03;36366
Tønder;Total;Age, total;2025M04;36310
Tønder;Total;Age, total;2025M05;36287
Tønder;Total;Age, total;2025M06;36234
Tønder;Total;Age, total;2025M07;36203
Tønder;Total;Age, total;2025M08;36213
Tønder;Total;Age, total;2025M09;36238
Tønder;Total;Age, total;2025M10;36222
Tønder;Total;Age, total;2025M11;36231
Tønder;Total;Age, total;2025M12;36209
Tønder;Total;Age, total;2026M01;36174
Tønder;Total;Age, total;2026M02;36183
Varde;Total;Age, total;2021M10;49660
Varde;Total;Age, total;2021M11;49652
Varde;Total;Age, total;2021M12;49704
Varde;Total;Age, total;2022M01;49664
Varde;Total;Age, total;2022M02;49704
Varde;Total;Age, total;2022M03;49679
Varde;Total;Age, total;2022M04;49714
Varde;Total;Age, total;2022M05;49809
Varde;Total;Age, total;2022M06;49930
Varde;Total;Age, total;2022M07;50007
Varde;Total;Age, total;2022M08;50048
Varde;Total;Age, total;2022M09;49983
Varde;Total;Age, total;2022M10;49981
Varde;Total;Age, total;2022M11;49944
Varde;Total;Age, total;2022M12;49966
Varde;Total;Age, total;2023M01;49995
Varde;Total;Age, total;2023M02;50039
Varde;Total;Age, total;2023M03;50055
Varde;Total;Age, total;2023M04;50050
Varde;Total;Age, total;2023M05;50026
Varde;Total;Age, total;2023M06;50004
Varde;Total;Age, total;2023M07;50006
Varde;Total;Age, total;2023M08;49965
Varde;Total;Age, total;2023M09;49864
Varde;Total;Age, total;2023M10;49800
Varde;Total;Age, total;2023M11;49760
Varde;Total;Age, total;2023M12;49772
Varde;Total;Age, total;2024M01;49798
Varde;Total;Age, total;2024M02;49757
Varde;Total;Age, total;2024M03;49733
Varde;Total;Age, total;2024M04;49734
Varde;Total;Age, total;2024M05;49726
Varde;Total;Age, total;2024M06;49723
Varde;Total;Age, total;2024M07;49701
Varde;Total;Age, total;2024M08;49691
Varde;Total;Age, total;2024M09;49520
Varde;Total;Age, total;2024M10;49466
Varde;Total;Age, total;2024M11;49450
Varde;Total;Age, total;2024M12;49447
Varde;Total;Age, total;2025M01;49410
Varde;Total;Age, total;2025M02;49441
Varde;Total;Age, total;2025M03;49452
Varde;Total;Age, total;2025M04;49472
Varde;Total;Age, total;2025M05;49499
Varde;Total;Age, total;2025M06;49536
Varde;Total;Age, total;2025M07;49563
Varde;Total;Age, total;2025M08;49492
Varde;Total;Age, total;2025M09;49414
Varde;Total;Age, total;2025M10;49434
Varde;Total;Age, total;2025M11;49430
Varde;Total;Age, total;2025M12;49462
Varde;Total;Age, total;2026M01;49468
Varde;Total;Age, total;2026M02;49383
Vejen;Total;Age, total;2021M10;42689
Vejen;Total;Age, total;2021M11;42676
Vejen;Total;Age, total;2021M12;42634
Vejen;Total;Age, total;2022M01;42596
Vejen;Total;Age, total;2022M02;42586
Vejen;Total;Age, total;2022M03;42583
Vejen;Total;Age, total;2022M04;42607
Vejen;Total;Age, total;2022M05;42682
Vejen;Total;Age, total;2022M06;42807
Vejen;Total;Age, total;2022M07;42857
Vejen;Total;Age, total;2022M08;42883
Vejen;Total;Age, total;2022M09;42849
Vejen;Total;Age, total;2022M10;42823
Vejen;Total;Age, total;2022M11;42868
Vejen;Total;Age, total;2022M12;42930
Vejen;Total;Age, total;2023M01;42924
Vejen;Total;Age, total;2023M02;42891
Vejen;Total;Age, total;2023M03;42900
Vejen;Total;Age, total;2023M04;42913
Vejen;Total;Age, total;2023M05;42933
Vejen;Total;Age, total;2023M06;42923
Vejen;Total;Age, total;2023M07;42895
Vejen;Total;Age, total;2023M08;42916
Vejen;Total;Age, total;2023M09;42859
Vejen;Total;Age, total;2023M10;42854
Vejen;Total;Age, total;2023M11;42826
Vejen;Total;Age, total;2023M12;42789
Vejen;Total;Age, total;2024M01;42800
Vejen;Total;Age, total;2024M02;42784
Vejen;Total;Age, total;2024M03;42814
Vejen;Total;Age, total;2024M04;42892
Vejen;Total;Age, total;2024M05;42890
Vejen;Total;Age, total;2024M06;42859
Vejen;Total;Age, total;2024M07;42885
Vejen;Total;Age, total;2024M08;42892
Vejen;Total;Age, total;2024M09;42792
Vejen;Total;Age, total;2024M10;42743
Vejen;Total;Age, total;2024M11;42729
Vejen;Total;Age, total;2024M12;42724
Vejen;Total;Age, total;2025M01;42702
Vejen;Total;Age, total;2025M02;42673
Vejen;Total;Age, total;2025M03;42714
Vejen;Total;Age, total;2025M04;42711
Vejen;Total;Age, total;2025M05;42782
Vejen;Total;Age, total;2025M06;42797
Vejen;Total;Age, total;2025M07;42796
Vejen;Total;Age, total;2025M08;42723
Vejen;Total;Age, total;2025M09;42607
Vejen;Total;Age, total;2025M10;42589
Vejen;Total;Age, total;2025M11;42624
Vejen;Total;Age, total;2025M12;42631
Vejen;Total;Age, total;2026M01;42641
Vejen;Total;Age, total;2026M02;42637
Vejle;Total;Age, total;2021M10;118364
Vejle;Total;Age, total;2021M11;118578
Vejle;Total;Age, total;2021M12;118835
Vejle;Total;Age, total;2022M01;119060
Vejle;Total;Age, total;2022M02;119213
Vejle;Total;Age, total;2022M03;119366
Vejle;Total;Age, total;2022M04;119507
Vejle;Total;Age, total;2022M05;119852
Vejle;Total;Age, total;2022M06;120164
Vejle;Total;Age, total;2022M07;120361
Vejle;Total;Age, total;2022M08;120542
Vejle;Total;Age, total;2022M09;120531
Vejle;Total;Age, total;2022M10;120590
Vejle;Total;Age, total;2022M11;120678
Vejle;Total;Age, total;2022M12;120808
Vejle;Total;Age, total;2023M01;120949
Vejle;Total;Age, total;2023M02;121110
Vejle;Total;Age, total;2023M03;121284
Vejle;Total;Age, total;2023M04;121378
Vejle;Total;Age, total;2023M05;121441
Vejle;Total;Age, total;2023M06;121432
Vejle;Total;Age, total;2023M07;121559
Vejle;Total;Age, total;2023M08;121652
Vejle;Total;Age, total;2023M09;121616
Vejle;Total;Age, total;2023M10;121616
Vejle;Total;Age, total;2023M11;121560
Vejle;Total;Age, total;2023M12;121624
Vejle;Total;Age, total;2024M01;121696
Vejle;Total;Age, total;2024M02;121787
Vejle;Total;Age, total;2024M03;121835
Vejle;Total;Age, total;2024M04;121876
Vejle;Total;Age, total;2024M05;121880
Vejle;Total;Age, total;2024M06;121954
Vejle;Total;Age, total;2024M07;122022
Vejle;Total;Age, total;2024M08;122169
Vejle;Total;Age, total;2024M09;122201
Vejle;Total;Age, total;2024M10;122260
Vejle;Total;Age, total;2024M11;122350
Vejle;Total;Age, total;2024M12;122426
Vejle;Total;Age, total;2025M01;122433
Vejle;Total;Age, total;2025M02;122425
Vejle;Total;Age, total;2025M03;122352
Vejle;Total;Age, total;2025M04;122424
Vejle;Total;Age, total;2025M05;122495
Vejle;Total;Age, total;2025M06;122627
Vejle;Total;Age, total;2025M07;122750
Vejle;Total;Age, total;2025M08;122943
Vejle;Total;Age, total;2025M09;123036
Vejle;Total;Age, total;2025M10;123063
Vejle;Total;Age, total;2025M11;123115
Vejle;Total;Age, total;2025M12;123188
Vejle;Total;Age, total;2026M01;123250
Vejle;Total;Age, total;2026M02;123306
Aabenraa;Total;Age, total;2021M10;58595
Aabenraa;Total;Age, total;2021M11;58630
Aabenraa;Total;Age, total;2021M12;58655
Aabenraa;Total;Age, total;2022M01;58693
Aabenraa;Total;Age, total;2022M02;58690
Aabenraa;Total;Age, total;2022M03;58723
Aabenraa;Total;Age, total;2022M04;58770
Aabenraa;Total;Age, total;2022M05;58884
Aabenraa;Total;Age, total;2022M06;59039
Aabenraa;Total;Age, total;2022M07;59053
Aabenraa;Total;Age, total;2022M08;59065
Aabenraa;Total;Age, total;2022M09;59011
Aabenraa;Total;Age, total;2022M10;59016
Aabenraa;Total;Age, total;2022M11;59025
Aabenraa;Total;Age, total;2022M12;58960
Aabenraa;Total;Age, total;2023M01;59002
Aabenraa;Total;Age, total;2023M02;58981
Aabenraa;Total;Age, total;2023M03;58958
Aabenraa;Total;Age, total;2023M04;58946
Aabenraa;Total;Age, total;2023M05;58904
Aabenraa;Total;Age, total;2023M06;58865
Aabenraa;Total;Age, total;2023M07;58788
Aabenraa;Total;Age, total;2023M08;58747
Aabenraa;Total;Age, total;2023M09;58579
Aabenraa;Total;Age, total;2023M10;58633
Aabenraa;Total;Age, total;2023M11;58622
Aabenraa;Total;Age, total;2023M12;58665
Aabenraa;Total;Age, total;2024M01;58657
Aabenraa;Total;Age, total;2024M02;58628
Aabenraa;Total;Age, total;2024M03;58657
Aabenraa;Total;Age, total;2024M04;58673
Aabenraa;Total;Age, total;2024M05;58657
Aabenraa;Total;Age, total;2024M06;58680
Aabenraa;Total;Age, total;2024M07;58660
Aabenraa;Total;Age, total;2024M08;58684
Aabenraa;Total;Age, total;2024M09;58589
Aabenraa;Total;Age, total;2024M10;58560
Aabenraa;Total;Age, total;2024M11;58589
Aabenraa;Total;Age, total;2024M12;58618
Aabenraa;Total;Age, total;2025M01;58621
Aabenraa;Total;Age, total;2025M02;58607
Aabenraa;Total;Age, total;2025M03;58600
