BOPAEGT1;BOPAEGT2;ALDERAEGT1;ALDERAEGT2;AGTVAR;TID;INDHOLD
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Ærø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Billund;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Esbjerg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Fanø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Fredericia;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Haderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Kolding;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Sønderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Tønder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Varde;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Vejen;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Vejle;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Aabenraa;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Favrskov;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Hedensted;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Horsens;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Norddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Odder;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Randers;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
