OMRÅDE;OVERTRÆD;TID;INDHOLD
Norddjurs;Nature of the offence, total;2008Q2;770
Norddjurs;Nature of the offence, total;2008Q3;931
Norddjurs;Nature of the offence, total;2008Q4;839
Norddjurs;Nature of the offence, total;2009Q1;954
Norddjurs;Nature of the offence, total;2009Q2;683
Norddjurs;Nature of the offence, total;2009Q3;811
Norddjurs;Nature of the offence, total;2009Q4;879
Norddjurs;Nature of the offence, total;2010Q1;614
Norddjurs;Nature of the offence, total;2010Q2;654
Norddjurs;Nature of the offence, total;2010Q3;835
Norddjurs;Nature of the offence, total;2010Q4;784
Norddjurs;Nature of the offence, total;2011Q1;740
Norddjurs;Nature of the offence, total;2011Q2;624
Norddjurs;Nature of the offence, total;2011Q3;737
Norddjurs;Nature of the offence, total;2011Q4;674
Norddjurs;Nature of the offence, total;2012Q1;698
Norddjurs;Nature of the offence, total;2012Q2;544
Norddjurs;Nature of the offence, total;2012Q3;669
Norddjurs;Nature of the offence, total;2012Q4;581
Norddjurs;Nature of the offence, total;2013Q1;546
Norddjurs;Nature of the offence, total;2013Q2;643
Norddjurs;Nature of the offence, total;2013Q3;663
Norddjurs;Nature of the offence, total;2013Q4;589
Norddjurs;Nature of the offence, total;2014Q1;523
Norddjurs;Nature of the offence, total;2014Q2;531
Norddjurs;Nature of the offence, total;2014Q3;588
Norddjurs;Nature of the offence, total;2014Q4;595
Norddjurs;Nature of the offence, total;2015Q1;511
Norddjurs;Nature of the offence, total;2015Q2;552
Norddjurs;Nature of the offence, total;2015Q3;621
Norddjurs;Nature of the offence, total;2015Q4;552
Norddjurs;Nature of the offence, total;2016Q1;525
Norddjurs;Nature of the offence, total;2016Q2;560
Norddjurs;Nature of the offence, total;2016Q3;543
Norddjurs;Nature of the offence, total;2016Q4;862
Norddjurs;Nature of the offence, total;2017Q1;470
Norddjurs;Nature of the offence, total;2017Q2;473
Norddjurs;Nature of the offence, total;2017Q3;486
Norddjurs;Nature of the offence, total;2017Q4;458
Norddjurs;Nature of the offence, total;2018Q1;506
Norddjurs;Nature of the offence, total;2018Q2;493
Norddjurs;Nature of the offence, total;2018Q3;521
Norddjurs;Nature of the offence, total;2018Q4;647
Norddjurs;Nature of the offence, total;2019Q1;631
Norddjurs;Nature of the offence, total;2019Q2;522
Norddjurs;Nature of the offence, total;2019Q3;511
Norddjurs;Nature of the offence, total;2019Q4;481
Norddjurs;Nature of the offence, total;2020Q1;514
Norddjurs;Nature of the offence, total;2020Q2;426
Norddjurs;Nature of the offence, total;2020Q3;494
Norddjurs;Nature of the offence, total;2020Q4;500
Norddjurs;Nature of the offence, total;2021Q1;448
Norddjurs;Nature of the offence, total;2021Q2;325
Norddjurs;Nature of the offence, total;2021Q3;413
Norddjurs;Nature of the offence, total;2021Q4;405
Norddjurs;Nature of the offence, total;2022Q1;362
Norddjurs;Nature of the offence, total;2022Q2;437
Norddjurs;Nature of the offence, total;2022Q3;575
Norddjurs;Nature of the offence, total;2022Q4;427
Norddjurs;Nature of the offence, total;2023Q1;482
Norddjurs;Nature of the offence, total;2023Q2;442
Norddjurs;Nature of the offence, total;2023Q3;453
Norddjurs;Nature of the offence, total;2023Q4;469
Norddjurs;Nature of the offence, total;2024Q1;672
Norddjurs;Nature of the offence, total;2024Q2;544
Norddjurs;Nature of the offence, total;2024Q3;472
Norddjurs;Nature of the offence, total;2024Q4;429
Norddjurs;Nature of the offence, total;2025Q1;491
Norddjurs;Nature of the offence, total;2025Q2;435
Norddjurs;Nature of the offence, total;2025Q3;444
Norddjurs;Nature of the offence, total;2025Q4;366
Odder;Nature of the offence, total;2007Q1;248
Odder;Nature of the offence, total;2007Q2;278
Odder;Nature of the offence, total;2007Q3;296
Odder;Nature of the offence, total;2007Q4;284
Odder;Nature of the offence, total;2008Q1;271
Odder;Nature of the offence, total;2008Q2;277
Odder;Nature of the offence, total;2008Q3;314
Odder;Nature of the offence, total;2008Q4;310
Odder;Nature of the offence, total;2009Q1;273
Odder;Nature of the offence, total;2009Q2;354
Odder;Nature of the offence, total;2009Q3;344
Odder;Nature of the offence, total;2009Q4;382
Odder;Nature of the offence, total;2010Q1;277
Odder;Nature of the offence, total;2010Q2;303
Odder;Nature of the offence, total;2010Q3;372
Odder;Nature of the offence, total;2010Q4;325
Odder;Nature of the offence, total;2011Q1;281
Odder;Nature of the offence, total;2011Q2;288
Odder;Nature of the offence, total;2011Q3;340
Odder;Nature of the offence, total;2011Q4;305
Odder;Nature of the offence, total;2012Q1;299
Odder;Nature of the offence, total;2012Q2;279
Odder;Nature of the offence, total;2012Q3;314
Odder;Nature of the offence, total;2012Q4;362
Odder;Nature of the offence, total;2013Q1;258
Odder;Nature of the offence, total;2013Q2;279
Odder;Nature of the offence, total;2013Q3;260
Odder;Nature of the offence, total;2013Q4;260
Odder;Nature of the offence, total;2014Q1;249
Odder;Nature of the offence, total;2014Q2;231
Odder;Nature of the offence, total;2014Q3;268
Odder;Nature of the offence, total;2014Q4;232
Odder;Nature of the offence, total;2015Q1;225
Odder;Nature of the offence, total;2015Q2;226
Odder;Nature of the offence, total;2015Q3;192
Odder;Nature of the offence, total;2015Q4;206
Odder;Nature of the offence, total;2016Q1;180
Odder;Nature of the offence, total;2016Q2;216
Odder;Nature of the offence, total;2016Q3;256
Odder;Nature of the offence, total;2016Q4;261
Odder;Nature of the offence, total;2017Q1;230
Odder;Nature of the offence, total;2017Q2;239
Odder;Nature of the offence, total;2017Q3;237
Odder;Nature of the offence, total;2017Q4;286
Odder;Nature of the offence, total;2018Q1;256
Odder;Nature of the offence, total;2018Q2;227
Odder;Nature of the offence, total;2018Q3;221
Odder;Nature of the offence, total;2018Q4;218
Odder;Nature of the offence, total;2019Q1;205
Odder;Nature of the offence, total;2019Q2;194
Odder;Nature of the offence, total;2019Q3;185
Odder;Nature of the offence, total;2019Q4;196
Odder;Nature of the offence, total;2020Q1;195
Odder;Nature of the offence, total;2020Q2;163
Odder;Nature of the offence, total;2020Q3;161
Odder;Nature of the offence, total;2020Q4;170
Odder;Nature of the offence, total;2021Q1;132
Odder;Nature of the offence, total;2021Q2;151
Odder;Nature of the offence, total;2021Q3;189
Odder;Nature of the offence, total;2021Q4;165
Odder;Nature of the offence, total;2022Q1;148
Odder;Nature of the offence, total;2022Q2;178
Odder;Nature of the offence, total;2022Q3;260
Odder;Nature of the offence, total;2022Q4;227
Odder;Nature of the offence, total;2023Q1;198
Odder;Nature of the offence, total;2023Q2;162
Odder;Nature of the offence, total;2023Q3;211
Odder;Nature of the offence, total;2023Q4;186
Odder;Nature of the offence, total;2024Q1;204
Odder;Nature of the offence, total;2024Q2;199
Odder;Nature of the offence, total;2024Q3;224
Odder;Nature of the offence, total;2024Q4;180
Odder;Nature of the offence, total;2025Q1;171
Odder;Nature of the offence, total;2025Q2;159
Odder;Nature of the offence, total;2025Q3;189
Odder;Nature of the offence, total;2025Q4;154
Randers;Nature of the offence, total;2007Q1;2148
Randers;Nature of the offence, total;2007Q2;2212
Randers;Nature of the offence, total;2007Q3;2049
Randers;Nature of the offence, total;2007Q4;1922
Randers;Nature of the offence, total;2008Q1;2011
Randers;Nature of the offence, total;2008Q2;2278
Randers;Nature of the offence, total;2008Q3;2161
Randers;Nature of the offence, total;2008Q4;2455
Randers;Nature of the offence, total;2009Q1;2448
Randers;Nature of the offence, total;2009Q2;2363
Randers;Nature of the offence, total;2009Q3;2372
Randers;Nature of the offence, total;2009Q4;2453
Randers;Nature of the offence, total;2010Q1;1970
Randers;Nature of the offence, total;2010Q2;2157
Randers;Nature of the offence, total;2010Q3;2238
Randers;Nature of the offence, total;2010Q4;2604
Randers;Nature of the offence, total;2011Q1;2290
Randers;Nature of the offence, total;2011Q2;2120
Randers;Nature of the offence, total;2011Q3;2340
Randers;Nature of the offence, total;2011Q4;2180
Randers;Nature of the offence, total;2012Q1;1854
Randers;Nature of the offence, total;2012Q2;1982
Randers;Nature of the offence, total;2012Q3;2071
Randers;Nature of the offence, total;2012Q4;1951
Randers;Nature of the offence, total;2013Q1;1859
Randers;Nature of the offence, total;2013Q2;2047
Randers;Nature of the offence, total;2013Q3;2006
Randers;Nature of the offence, total;2013Q4;2091
Randers;Nature of the offence, total;2014Q1;1786
Randers;Nature of the offence, total;2014Q2;1669
Randers;Nature of the offence, total;2014Q3;1754
Randers;Nature of the offence, total;2014Q4;1866
Randers;Nature of the offence, total;2015Q1;1764
Randers;Nature of the offence, total;2015Q2;1775
Randers;Nature of the offence, total;2015Q3;1774
Randers;Nature of the offence, total;2015Q4;1840
Randers;Nature of the offence, total;2016Q1;1529
Randers;Nature of the offence, total;2016Q2;1492
Randers;Nature of the offence, total;2016Q3;3029
Randers;Nature of the offence, total;2016Q4;1632
Randers;Nature of the offence, total;2017Q1;1575
Randers;Nature of the offence, total;2017Q2;1623
Randers;Nature of the offence, total;2017Q3;1543
Randers;Nature of the offence, total;2017Q4;2102
Randers;Nature of the offence, total;2018Q1;1407
Randers;Nature of the offence, total;2018Q2;1443
Randers;Nature of the offence, total;2018Q3;1662
Randers;Nature of the offence, total;2018Q4;1702
Randers;Nature of the offence, total;2019Q1;1774
Randers;Nature of the offence, total;2019Q2;2028
Randers;Nature of the offence, total;2019Q3;1703
Randers;Nature of the offence, total;2019Q4;1915
Randers;Nature of the offence, total;2020Q1;1842
Randers;Nature of the offence, total;2020Q2;1556
Randers;Nature of the offence, total;2020Q3;2005
Randers;Nature of the offence, total;2020Q4;1521
Randers;Nature of the offence, total;2021Q1;1390
Randers;Nature of the offence, total;2021Q2;1701
Randers;Nature of the offence, total;2021Q3;1659
Randers;Nature of the offence, total;2021Q4;1401
Randers;Nature of the offence, total;2022Q1;1398
Randers;Nature of the offence, total;2022Q2;1601
Randers;Nature of the offence, total;2022Q3;1587
Randers;Nature of the offence, total;2022Q4;1766
Randers;Nature of the offence, total;2023Q1;1620
Randers;Nature of the offence, total;2023Q2;1548
Randers;Nature of the offence, total;2023Q3;1419
Randers;Nature of the offence, total;2023Q4;1400
Randers;Nature of the offence, total;2024Q1;1329
Randers;Nature of the offence, total;2024Q2;1631
Randers;Nature of the offence, total;2024Q3;1489
Randers;Nature of the offence, total;2024Q4;1476
Randers;Nature of the offence, total;2025Q1;1423
Randers;Nature of the offence, total;2025Q2;1516
Randers;Nature of the offence, total;2025Q3;1354
Randers;Nature of the offence, total;2025Q4;1264
Samsø;Nature of the offence, total;2007Q1;46
Samsø;Nature of the offence, total;2007Q2;41
Samsø;Nature of the offence, total;2007Q3;97
Samsø;Nature of the offence, total;2007Q4;25
Samsø;Nature of the offence, total;2008Q1;24
Samsø;Nature of the offence, total;2008Q2;46
Samsø;Nature of the offence, total;2008Q3;75
Samsø;Nature of the offence, total;2008Q4;33
Samsø;Nature of the offence, total;2009Q1;12
Samsø;Nature of the offence, total;2009Q2;33
Samsø;Nature of the offence, total;2009Q3;64
Samsø;Nature of the offence, total;2009Q4;23
Samsø;Nature of the offence, total;2010Q1;25
Samsø;Nature of the offence, total;2010Q2;45
Samsø;Nature of the offence, total;2010Q3;84
Samsø;Nature of the offence, total;2010Q4;30
Samsø;Nature of the offence, total;2011Q1;32
Samsø;Nature of the offence, total;2011Q2;44
Samsø;Nature of the offence, total;2011Q3;48
Samsø;Nature of the offence, total;2011Q4;43
Samsø;Nature of the offence, total;2012Q1;32
Samsø;Nature of the offence, total;2012Q2;42
Samsø;Nature of the offence, total;2012Q3;46
Samsø;Nature of the offence, total;2012Q4;36
Samsø;Nature of the offence, total;2013Q1;31
Samsø;Nature of the offence, total;2013Q2;20
Samsø;Nature of the offence, total;2013Q3;77
Samsø;Nature of the offence, total;2013Q4;23
Samsø;Nature of the offence, total;2014Q1;25
Samsø;Nature of the offence, total;2014Q2;32
Samsø;Nature of the offence, total;2014Q3;68
Samsø;Nature of the offence, total;2014Q4;22
Samsø;Nature of the offence, total;2015Q1;30
Samsø;Nature of the offence, total;2015Q2;32
Samsø;Nature of the offence, total;2015Q3;101
Samsø;Nature of the offence, total;2015Q4;20
Samsø;Nature of the offence, total;2016Q1;19
Samsø;Nature of the offence, total;2016Q2;45
Samsø;Nature of the offence, total;2016Q3;65
Samsø;Nature of the offence, total;2016Q4;45
Samsø;Nature of the offence, total;2017Q1;15
Samsø;Nature of the offence, total;2017Q2;21
Samsø;Nature of the offence, total;2017Q3;77
Samsø;Nature of the offence, total;2017Q4;30
Samsø;Nature of the offence, total;2018Q1;30
Samsø;Nature of the offence, total;2018Q2;30
Samsø;Nature of the offence, total;2018Q3;80
Samsø;Nature of the offence, total;2018Q4;29
Samsø;Nature of the offence, total;2019Q1;14
Samsø;Nature of the offence, total;2019Q2;28
Samsø;Nature of the offence, total;2019Q3;76
Samsø;Nature of the offence, total;2019Q4;35
Samsø;Nature of the offence, total;2020Q1;26
Samsø;Nature of the offence, total;2020Q2;43
Samsø;Nature of the offence, total;2020Q3;56
Samsø;Nature of the offence, total;2020Q4;25
Samsø;Nature of the offence, total;2021Q1;29
Samsø;Nature of the offence, total;2021Q2;15
Samsø;Nature of the offence, total;2021Q3;32
Samsø;Nature of the offence, total;2021Q4;29
Samsø;Nature of the offence, total;2022Q1;17
Samsø;Nature of the offence, total;2022Q2;34
Samsø;Nature of the offence, total;2022Q3;80
Samsø;Nature of the offence, total;2022Q4;31
Samsø;Nature of the offence, total;2023Q1;45
Samsø;Nature of the offence, total;2023Q2;35
Samsø;Nature of the offence, total;2023Q3;92
Samsø;Nature of the offence, total;2023Q4;27
Samsø;Nature of the offence, total;2024Q1;33
Samsø;Nature of the offence, total;2024Q2;38
Samsø;Nature of the offence, total;2024Q3;72
Samsø;Nature of the offence, total;2024Q4;43
Samsø;Nature of the offence, total;2025Q1;31
Samsø;Nature of the offence, total;2025Q2;55
Samsø;Nature of the offence, total;2025Q3;72
Samsø;Nature of the offence, total;2025Q4;35
Silkeborg;Nature of the offence, total;2007Q1;1490
Silkeborg;Nature of the offence, total;2007Q2;1465
Silkeborg;Nature of the offence, total;2007Q3;1457
Silkeborg;Nature of the offence, total;2007Q4;1622
Silkeborg;Nature of the offence, total;2008Q1;1516
Silkeborg;Nature of the offence, total;2008Q2;1558
Silkeborg;Nature of the offence, total;2008Q3;1782
Silkeborg;Nature of the offence, total;2008Q4;1644
Silkeborg;Nature of the offence, total;2009Q1;1499
Silkeborg;Nature of the offence, total;2009Q2;1627
Silkeborg;Nature of the offence, total;2009Q3;1622
Silkeborg;Nature of the offence, total;2009Q4;1678
Silkeborg;Nature of the offence, total;2010Q1;1424
Silkeborg;Nature of the offence, total;2010Q2;1692
Silkeborg;Nature of the offence, total;2010Q3;1701
Silkeborg;Nature of the offence, total;2010Q4;1603
Silkeborg;Nature of the offence, total;2011Q1;1446
Silkeborg;Nature of the offence, total;2011Q2;1516
Silkeborg;Nature of the offence, total;2011Q3;1564
Silkeborg;Nature of the offence, total;2011Q4;1611
Silkeborg;Nature of the offence, total;2012Q1;1522
Silkeborg;Nature of the offence, total;2012Q2;1537
Silkeborg;Nature of the offence, total;2012Q3;1515
Silkeborg;Nature of the offence, total;2012Q4;1514
Silkeborg;Nature of the offence, total;2013Q1;1232
Silkeborg;Nature of the offence, total;2013Q2;1537
Silkeborg;Nature of the offence, total;2013Q3;1433
Silkeborg;Nature of the offence, total;2013Q4;1387
Silkeborg;Nature of the offence, total;2014Q1;1259
Silkeborg;Nature of the offence, total;2014Q2;1327
Silkeborg;Nature of the offence, total;2014Q3;1392
Silkeborg;Nature of the offence, total;2014Q4;1252
Silkeborg;Nature of the offence, total;2015Q1;1034
Silkeborg;Nature of the offence, total;2015Q2;1181
Silkeborg;Nature of the offence, total;2015Q3;1057
Silkeborg;Nature of the offence, total;2015Q4;1340
Silkeborg;Nature of the offence, total;2016Q1;1070
Silkeborg;Nature of the offence, total;2016Q2;1122
Silkeborg;Nature of the offence, total;2016Q3;1155
Silkeborg;Nature of the offence, total;2016Q4;1017
Silkeborg;Nature of the offence, total;2017Q1;1091
Silkeborg;Nature of the offence, total;2017Q2;1477
Silkeborg;Nature of the offence, total;2017Q3;1281
Silkeborg;Nature of the offence, total;2017Q4;1333
Silkeborg;Nature of the offence, total;2018Q1;1265
Silkeborg;Nature of the offence, total;2018Q2;1209
Silkeborg;Nature of the offence, total;2018Q3;1164
Silkeborg;Nature of the offence, total;2018Q4;1429
Silkeborg;Nature of the offence, total;2019Q1;1174
Silkeborg;Nature of the offence, total;2019Q2;1164
Silkeborg;Nature of the offence, total;2019Q3;1060
Silkeborg;Nature of the offence, total;2019Q4;1153
Silkeborg;Nature of the offence, total;2020Q1;1275
Silkeborg;Nature of the offence, total;2020Q2;939
Silkeborg;Nature of the offence, total;2020Q3;1061
Silkeborg;Nature of the offence, total;2020Q4;939
Silkeborg;Nature of the offence, total;2021Q1;963
Silkeborg;Nature of the offence, total;2021Q2;885
Silkeborg;Nature of the offence, total;2021Q3;1058
Silkeborg;Nature of the offence, total;2021Q4;998
Silkeborg;Nature of the offence, total;2022Q1;1043
Silkeborg;Nature of the offence, total;2022Q2;1000
Silkeborg;Nature of the offence, total;2022Q3;1056
Silkeborg;Nature of the offence, total;2022Q4;947
Silkeborg;Nature of the offence, total;2023Q1;1013
Silkeborg;Nature of the offence, total;2023Q2;1077
Silkeborg;Nature of the offence, total;2023Q3;1152
Silkeborg;Nature of the offence, total;2023Q4;1131
Silkeborg;Nature of the offence, total;2024Q1;1193
Silkeborg;Nature of the offence, total;2024Q2;1197
Silkeborg;Nature of the offence, total;2024Q3;1134
Silkeborg;Nature of the offence, total;2024Q4;1172
Silkeborg;Nature of the offence, total;2025Q1;1061
Silkeborg;Nature of the offence, total;2025Q2;1143
Silkeborg;Nature of the offence, total;2025Q3;1153
Silkeborg;Nature of the offence, total;2025Q4;1108
Skanderborg;Nature of the offence, total;2007Q1;769
Skanderborg;Nature of the offence, total;2007Q2;726
Skanderborg;Nature of the offence, total;2007Q3;1130
Skanderborg;Nature of the offence, total;2007Q4;916
Skanderborg;Nature of the offence, total;2008Q1;762
Skanderborg;Nature of the offence, total;2008Q2;804
Skanderborg;Nature of the offence, total;2008Q3;1116
Skanderborg;Nature of the offence, total;2008Q4;832
Skanderborg;Nature of the offence, total;2009Q1;760
Skanderborg;Nature of the offence, total;2009Q2;938
Skanderborg;Nature of the offence, total;2009Q3;1156
Skanderborg;Nature of the offence, total;2009Q4;1056
Skanderborg;Nature of the offence, total;2010Q1;753
Skanderborg;Nature of the offence, total;2010Q2;868
Skanderborg;Nature of the offence, total;2010Q3;1178
Skanderborg;Nature of the offence, total;2010Q4;852
Skanderborg;Nature of the offence, total;2011Q1;762
Skanderborg;Nature of the offence, total;2011Q2;931
Skanderborg;Nature of the offence, total;2011Q3;1341
Skanderborg;Nature of the offence, total;2011Q4;996
Skanderborg;Nature of the offence, total;2012Q1;941
Skanderborg;Nature of the offence, total;2012Q2;844
Skanderborg;Nature of the offence, total;2012Q3;1263
Skanderborg;Nature of the offence, total;2012Q4;1001
Skanderborg;Nature of the offence, total;2013Q1;856
Skanderborg;Nature of the offence, total;2013Q2;819
Skanderborg;Nature of the offence, total;2013Q3;1139
Skanderborg;Nature of the offence, total;2013Q4;1026
Skanderborg;Nature of the offence, total;2014Q1;737
Skanderborg;Nature of the offence, total;2014Q2;823
Skanderborg;Nature of the offence, total;2014Q3;1144
Skanderborg;Nature of the offence, total;2014Q4;696
Skanderborg;Nature of the offence, total;2015Q1;640
Skanderborg;Nature of the offence, total;2015Q2;600
Skanderborg;Nature of the offence, total;2015Q3;983
Skanderborg;Nature of the offence, total;2015Q4;778
Skanderborg;Nature of the offence, total;2016Q1;629
Skanderborg;Nature of the offence, total;2016Q2;665
Skanderborg;Nature of the offence, total;2016Q3;967
Skanderborg;Nature of the offence, total;2016Q4;733
Skanderborg;Nature of the offence, total;2017Q1;727
Skanderborg;Nature of the offence, total;2017Q2;820
Skanderborg;Nature of the offence, total;2017Q3;963
Skanderborg;Nature of the offence, total;2017Q4;778
Skanderborg;Nature of the offence, total;2018Q1;661
Skanderborg;Nature of the offence, total;2018Q2;707
Skanderborg;Nature of the offence, total;2018Q3;862
Skanderborg;Nature of the offence, total;2018Q4;631
Skanderborg;Nature of the offence, total;2019Q1;590
Skanderborg;Nature of the offence, total;2019Q2;592
Skanderborg;Nature of the offence, total;2019Q3;775
Skanderborg;Nature of the offence, total;2019Q4;539
Skanderborg;Nature of the offence, total;2020Q1;518
Skanderborg;Nature of the offence, total;2020Q2;462
Skanderborg;Nature of the offence, total;2020Q3;511
Skanderborg;Nature of the offence, total;2020Q4;515
Skanderborg;Nature of the offence, total;2021Q1;636
Skanderborg;Nature of the offence, total;2021Q2;439
Skanderborg;Nature of the offence, total;2021Q3;555
Skanderborg;Nature of the offence, total;2021Q4;574
Skanderborg;Nature of the offence, total;2022Q1;518
Skanderborg;Nature of the offence, total;2022Q2;513
Skanderborg;Nature of the offence, total;2022Q3;638
Skanderborg;Nature of the offence, total;2022Q4;532
Skanderborg;Nature of the offence, total;2023Q1;515
Skanderborg;Nature of the offence, total;2023Q2;544
Skanderborg;Nature of the offence, total;2023Q3;655
Skanderborg;Nature of the offence, total;2023Q4;495
Skanderborg;Nature of the offence, total;2024Q1;523
Skanderborg;Nature of the offence, total;2024Q2;540
Skanderborg;Nature of the offence, total;2024Q3;609
Skanderborg;Nature of the offence, total;2024Q4;475
Skanderborg;Nature of the offence, total;2025Q1;549
Skanderborg;Nature of the offence, total;2025Q2;453
Skanderborg;Nature of the offence, total;2025Q3;677
Skanderborg;Nature of the offence, total;2025Q4;491
Syddjurs;Nature of the offence, total;2007Q1;615
Syddjurs;Nature of the offence, total;2007Q2;592
Syddjurs;Nature of the offence, total;2007Q3;684
Syddjurs;Nature of the offence, total;2007Q4;703
Syddjurs;Nature of the offence, total;2008Q1;682
Syddjurs;Nature of the offence, total;2008Q2;580
Syddjurs;Nature of the offence, total;2008Q3;860
Syddjurs;Nature of the offence, total;2008Q4;778
Syddjurs;Nature of the offence, total;2009Q1;795
Syddjurs;Nature of the offence, total;2009Q2;850
Syddjurs;Nature of the offence, total;2009Q3;791
Syddjurs;Nature of the offence, total;2009Q4;761
Syddjurs;Nature of the offence, total;2010Q1;651
Syddjurs;Nature of the offence, total;2010Q2;628
Syddjurs;Nature of the offence, total;2010Q3;925
Syddjurs;Nature of the offence, total;2010Q4;770
Syddjurs;Nature of the offence, total;2011Q1;743
Syddjurs;Nature of the offence, total;2011Q2;734
Syddjurs;Nature of the offence, total;2011Q3;748
Syddjurs;Nature of the offence, total;2011Q4;623
Syddjurs;Nature of the offence, total;2012Q1;679
Syddjurs;Nature of the offence, total;2012Q2;650
Syddjurs;Nature of the offence, total;2012Q3;673
Syddjurs;Nature of the offence, total;2012Q4;594
Syddjurs;Nature of the offence, total;2013Q1;594
Syddjurs;Nature of the offence, total;2013Q2;728
Syddjurs;Nature of the offence, total;2013Q3;665
Syddjurs;Nature of the offence, total;2013Q4;759
Syddjurs;Nature of the offence, total;2014Q1;578
Syddjurs;Nature of the offence, total;2014Q2;502
Syddjurs;Nature of the offence, total;2014Q3;600
Syddjurs;Nature of the offence, total;2014Q4;612
Syddjurs;Nature of the offence, total;2015Q1;580
Syddjurs;Nature of the offence, total;2015Q2;488
Syddjurs;Nature of the offence, total;2015Q3;593
Syddjurs;Nature of the offence, total;2015Q4;567
Syddjurs;Nature of the offence, total;2016Q1;476
Syddjurs;Nature of the offence, total;2016Q2;582
Syddjurs;Nature of the offence, total;2016Q3;535
Syddjurs;Nature of the offence, total;2016Q4;649
Syddjurs;Nature of the offence, total;2017Q1;516
Syddjurs;Nature of the offence, total;2017Q2;814
Syddjurs;Nature of the offence, total;2017Q3;535
Syddjurs;Nature of the offence, total;2017Q4;474
Syddjurs;Nature of the offence, total;2018Q1;548
Syddjurs;Nature of the offence, total;2018Q2;550
Syddjurs;Nature of the offence, total;2018Q3;511
Syddjurs;Nature of the offence, total;2018Q4;533
Syddjurs;Nature of the offence, total;2019Q1;438
Syddjurs;Nature of the offence, total;2019Q2;507
Syddjurs;Nature of the offence, total;2019Q3;540
Syddjurs;Nature of the offence, total;2019Q4;409
Syddjurs;Nature of the offence, total;2020Q1;471
Syddjurs;Nature of the offence, total;2020Q2;403
Syddjurs;Nature of the offence, total;2020Q3;383
Syddjurs;Nature of the offence, total;2020Q4;608
Syddjurs;Nature of the offence, total;2021Q1;411
Syddjurs;Nature of the offence, total;2021Q2;402
Syddjurs;Nature of the offence, total;2021Q3;387
Syddjurs;Nature of the offence, total;2021Q4;357
Syddjurs;Nature of the offence, total;2022Q1;349
Syddjurs;Nature of the offence, total;2022Q2;428
Syddjurs;Nature of the offence, total;2022Q3;432
Syddjurs;Nature of the offence, total;2022Q4;437
Syddjurs;Nature of the offence, total;2023Q1;455
Syddjurs;Nature of the offence, total;2023Q2;462
Syddjurs;Nature of the offence, total;2023Q3;450
Syddjurs;Nature of the offence, total;2023Q4;420
Syddjurs;Nature of the offence, total;2024Q1;439
Syddjurs;Nature of the offence, total;2024Q2;433
Syddjurs;Nature of the offence, total;2024Q3;458
Syddjurs;Nature of the offence, total;2024Q4;366
Syddjurs;Nature of the offence, total;2025Q1;402
Syddjurs;Nature of the offence, total;2025Q2;371
Syddjurs;Nature of the offence, total;2025Q3;411
Syddjurs;Nature of the offence, total;2025Q4;450
Aarhus;Nature of the offence, total;2007Q1;8242
Aarhus;Nature of the offence, total;2007Q2;9390
Aarhus;Nature of the offence, total;2007Q3;9355
Aarhus;Nature of the offence, total;2007Q4;9627
Aarhus;Nature of the offence, total;2008Q1;8840
Aarhus;Nature of the offence, total;2008Q2;9069
Aarhus;Nature of the offence, total;2008Q3;9316
Aarhus;Nature of the offence, total;2008Q4;9052
Aarhus;Nature of the offence, total;2009Q1;8346
Aarhus;Nature of the offence, total;2009Q2;9532
Aarhus;Nature of the offence, total;2009Q3;9267
Aarhus;Nature of the offence, total;2009Q4;9126
Aarhus;Nature of the offence, total;2010Q1;7563
Aarhus;Nature of the offence, total;2010Q2;9124
Aarhus;Nature of the offence, total;2010Q3;10085
Aarhus;Nature of the offence, total;2010Q4;9869
Aarhus;Nature of the offence, total;2011Q1;8779
Aarhus;Nature of the offence, total;2011Q2;9710
Aarhus;Nature of the offence, total;2011Q3;10528
Aarhus;Nature of the offence, total;2011Q4;10638
Aarhus;Nature of the offence, total;2012Q1;9589
Aarhus;Nature of the offence, total;2012Q2;9265
Aarhus;Nature of the offence, total;2012Q3;10094
Aarhus;Nature of the offence, total;2012Q4;9477
Aarhus;Nature of the offence, total;2013Q1;8425
Aarhus;Nature of the offence, total;2013Q2;10266
Aarhus;Nature of the offence, total;2013Q3;9870
Aarhus;Nature of the offence, total;2013Q4;9455
Aarhus;Nature of the offence, total;2014Q1;8384
Aarhus;Nature of the offence, total;2014Q2;8539
Aarhus;Nature of the offence, total;2014Q3;9044
Aarhus;Nature of the offence, total;2014Q4;9198
Aarhus;Nature of the offence, total;2015Q1;7464
Aarhus;Nature of the offence, total;2015Q2;7699
Aarhus;Nature of the offence, total;2015Q3;8246
Aarhus;Nature of the offence, total;2015Q4;8269
Aarhus;Nature of the offence, total;2016Q1;7663
Aarhus;Nature of the offence, total;2016Q2;8370
Aarhus;Nature of the offence, total;2016Q3;8626
Aarhus;Nature of the offence, total;2016Q4;8064
Aarhus;Nature of the offence, total;2017Q1;7245
Aarhus;Nature of the offence, total;2017Q2;8057
Aarhus;Nature of the offence, total;2017Q3;8009
Aarhus;Nature of the offence, total;2017Q4;8152
Aarhus;Nature of the offence, total;2018Q1;7653
Aarhus;Nature of the offence, total;2018Q2;7606
Aarhus;Nature of the offence, total;2018Q3;7380
Aarhus;Nature of the offence, total;2018Q4;7789
Aarhus;Nature of the offence, total;2019Q1;7242
