municipality,year,value
Egedal,2016,23.31
Esbjerg,2016,39.62
Faaborg-Midtfyn,2016,34.77
Fanø,2016,39.7
Favrskov,2016,29.21
Faxe,2016,33.28
Fredensborg,2016,33.59
Fredericia,2016,39.26
Frederiksberg,2016,44.93
Frederikshavn,2016,39.76
Frederikssund,2016,31.7
Furesø,2016,30.65
Gentofte,2016,38.7
Gladsaxe,2016,40.49
Glostrup,2016,42.19
Greve,2016,28.58
Gribskov,2016,28.99
Guldborgsund,2016,41.59
Haderslev,2016,38.22
Halsnæs,2016,34.31
Hedensted,2016,30.15
Helsingør,2016,38.99
Herlev,2016,39.06
Herning,2016,36.92
Hillerød,2016,33.23
Hjørring,2016,37.75
Holbæk,2016,34.42
Holstebro,2016,36.89
Horsens,2016,37.29
Hvidovre,2016,38.53
Høje-Taastrup,2016,35.12
Hørsholm,2016,37.25
Ikast-Brande,2016,33.77
Ishøj,2016,33.42
Jammerbugt,2016,33.56
Kalundborg,2016,37.37
Kerteminde,2016,34.82
Kolding,2016,36.25
Køge,2016,32.09
Langeland,2016,43.58
Lejre,2016,25.27
Lemvig,2016,37.49
Lolland,2016,43.94
Lyngby-Taarbæk,2016,43.95
Læsø,2016,45.93
Mariagerfjord,2016,36.65
Middelfart,2016,34.34
Morsø,2016,40.05
Norddjurs,2016,39.38
Nordfyns,2016,33.07
Nyborg,2016,37.73
Næstved,2016,37.4
Odder,2016,33.41
Odense,2016,41.4
Odsherred,2016,38.73
Randers,2016,39.88
Rebild,2016,30.19
Ringkøbing-Skjern,2016,35.3
Ringsted,2016,34.51
Roskilde,2016,37.59
Rudersdal,2016,35.78
Rødovre,2016,41.16
Samsø,2016,45.75
Silkeborg,2016,34.25
Skanderborg,2016,28.86
Skive,2016,38.99
Slagelse,2016,39.7
Solrød,2016,26.99
Sorø,2016,34.65
Stevns,2016,31.59
Struer,2016,37.08
Svendborg,2016,40.33
Syddjurs,2016,33.77
Sønderborg,2016,38.57
Thisted,2016,37.13
Tårnby,2016,34.18
Tønder,2016,37.35
Vallensbæk,2016,27.97
Varde,2016,34.47
Vejen,2016,33.16
Vejle,2016,36.36
Vesthimmerlands,2016,37.18
Viborg,2016,36.28
Vordingborg,2016,40.6
Ærø,2016,48.16
Aabenraa,2017,36.86
Aalborg,2017,41.39
Aarhus,2017,39.43
Albertslund,2017,40.33
Allerød,2017,26.75
Assens,2017,34.12
Ballerup,2017,37.89
Billund,2017,35.22
Bornholm,2017,42.28
Brøndby,2017,36.82
Brønderslev,2017,35.26
Copenhagen,2017,43.98
Dragør,2017,29.14
Egedal,2017,23.89
Esbjerg,2017,39.24
Faaborg-Midtfyn,2017,35.07
Fanø,2017,40.15
Favrskov,2017,29.41
Faxe,2017,33.2
Fredensborg,2017,33.57
Fredericia,2017,39.24
Frederiksberg,2017,44.49
Frederikshavn,2017,40.06
Frederikssund,2017,31.73
Furesø,2017,30.63
Gentofte,2017,37.99
Gladsaxe,2017,39.97
Glostrup,2017,41.32
Greve,2017,28.67
Gribskov,2017,28.94
Guldborgsund,2017,41.8
Haderslev,2017,38.18
Halsnæs,2017,33.92
Hedensted,2017,30.36
Helsingør,2017,38.87
Herlev,2017,39.11
Herning,2017,36.79
Hillerød,2017,32.89
Hjørring,2017,38.02
Holbæk,2017,34.32
Holstebro,2017,36.84
Horsens,2017,36.84
Hvidovre,2017,38.38
Høje-Taastrup,2017,34.79
Hørsholm,2017,37.19
Ikast-Brande,2017,33.88
Ishøj,2017,33.01
Jammerbugt,2017,33.36
Kalundborg,2017,37.54
Kerteminde,2017,35.14
Kolding,2017,36.41
Køge,2017,32.09
Langeland,2017,44.04
Lejre,2017,25.14
Lemvig,2017,37.33
Lolland,2017,44.37
Lyngby-Taarbæk,2017,43.63
Læsø,2017,46.95
Mariagerfjord,2017,36.77
Middelfart,2017,34.1
Morsø,2017,39.79
Norddjurs,2017,39.23
Nordfyns,2017,32.93
Nyborg,2017,37.65
Næstved,2017,37.62
Odder,2017,33.62
Odense,2017,41.1
Odsherred,2017,38.53
Randers,2017,39.89
Rebild,2017,30.01
Ringkøbing-Skjern,2017,35.73
Ringsted,2017,33.99
Roskilde,2017,37.17
Rudersdal,2017,35.99
Rødovre,2017,40.8
Samsø,2017,44.51
Silkeborg,2017,34.27
Skanderborg,2017,28.96
Skive,2017,39.32
Slagelse,2017,40.06
Solrød,2017,26.92
Sorø,2017,34.54
Stevns,2017,32.2
Struer,2017,37.29
Svendborg,2017,40.24
Syddjurs,2017,33.8
Sønderborg,2017,38.69
Thisted,2017,37.06
Tårnby,2017,33.95
